person_id,payment_date,payment_month,staff_salary,overtime_payment,total_payment
220,2021-12-26 23:43:30,December 2021,0,2228.73,0
224,2019-10-14 16:26:43,October 2019,0,2218.28,0
225,2020-07-26 14:18:50,July 2020,0,2445.55,0
258,2021-03-01 10:48:21,March 2021,0,1787.32,0
261,2019-02-09 11:32:29,February 2019,0,1276.15,0
262,2021-07-13 09:27:34,July 2021,0,1414.44,0
263,2020-04-09 18:53:34,April 2020,0,2108.6,0
264,2019-02-11 07:24:09,February 2019,0,2364.75,0
302,2020-04-13 02:32:11,April 2020,0,2301.13,0
303,2018-09-05 02:15:27,September 2018,0,1987.37,0
304,2020-04-19 22:39:19,April 2020,0,2060.16,0
306,2019-02-12 22:12:12,February 2019,0,1251.78,0
307,2020-05-12 09:52:37,May 2020,0,1411.45,0
308,2021-07-25 21:50:23,July 2021,0,1436.61,0
312,2018-06-07 17:42:12,June 2018,0,2463.68,0
313,2019-06-21 18:12:38,June 2019,0,2254.29,0
315,2019-12-13 01:37:39,December 2019,0,1443.55,0
316,2021-11-21 17:29:51,November 2021,0,2130.54,0
317,2018-01-26 18:31:55,January 2018,0,1344.8,0
361,2020-05-17 05:48:46,May 2020,0,2027.61,0
364,2019-09-05 19:24:53,September 2019,0,2034.01,0
367,2020-09-07 04:48:55,September 2020,0,2208.07,0
370,2021-12-27 12:19:19,December 2021,0,1687.38,0
375,2020-07-09 04:09:32,July 2020,0,2336.59,0
376,2021-08-20 01:22:27,August 2021,0,1374.54,0
381,2020-05-07 11:53:28,May 2020,0,2110.48,0
382,2021-05-07 08:41:45,May 2021,0,2445.21,0
384,2018-10-10 02:00:29,October 2018,0,2433.46,0
385,2019-03-21 03:49:35,March 2019,0,1476.95,0
387,2021-05-01 18:36:10,May 2021,0,2207.43,0
390,2020-07-17 04:14:03,July 2020,0,1859.77,0
391,2021-08-20 04:53:04,August 2021,0,1847.4,0
393,2022-04-26 06:43:15,April 2022,0,2432.03,0
395,2019-09-09 01:12:08,September 2019,0,2177.04,0
399,2020-01-15 16:57:28,January 2020,0,2144.84,0
400,2018-04-29 23:08:32,April 2018,0,1979.9,0
401,2022-01-30 09:50:42,January 2022,0,2141.17,0
456,2020-04-23 15:58:13,April 2020,0,2219.3,0
457,2019-06-03 17:33:20,June 2019,0,2204.29,0
459,2021-12-28 04:44:23,December 2021,0,2441.02,0
464,2021-06-01 06:53:38,June 2021,0,1381.05,0
465,2021-08-25 03:03:56,August 2021,0,1613.14,0
467,2020-06-06 06:47:43,June 2020,0,1776.29,0
468,2019-12-13 17:58:54,December 2019,0,1832.23,0
469,2018-12-11 01:39:14,December 2018,0,1608.75,0
472,2018-08-31 21:22:28,August 2018,0,2282.57,0
474,2019-03-23 14:38:38,March 2019,0,1887.01,0
477,2020-05-18 03:14:00,May 2020,0,1563.59,0
522,2020-10-19 05:33:04,October 2020,0,1281.3,0
523,2018-08-02 08:09:00,August 2018,0,1746.07,0
524,2018-05-19 19:08:38,May 2018,0,1289.75,0
529,2020-07-26 10:24:47,July 2020,0,2147.26,0
531,2018-09-12 09:07:01,September 2018,0,1245.66,0
532,2021-04-14 13:35:59,April 2021,0,2167.73,0
536,2019-11-07 16:09:22,November 2019,0,2394.83,0
537,2022-04-19 01:27:39,April 2022,0,1748.09,0
538,2021-09-19 13:32:12,September 2021,0,1917.55,0
543,2020-08-18 22:08:01,August 2020,0,1589.59,0
547,2018-08-04 21:37:13,August 2018,0,2204.68,0
550,2018-03-04 12:08:41,March 2018,0,1257.08,0
552,2021-01-12 16:43:41,January 2021,0,2409.67,0
553,2018-06-09 20:19:22,June 2018,0,1443.86,0
554,2021-03-08 18:31:52,March 2021,0,1608.24,0
555,2020-06-02 17:39:42,June 2020,0,1497.97,0
556,2021-08-01 13:13:16,August 2021,0,2481.17,0
559,2018-06-13 21:30:36,June 2018,0,2005.69,0
560,2018-07-29 00:08:51,July 2018,0,2258.61,0
562,2022-04-13 20:57:17,April 2022,0,1849.27,0
565,2021-10-10 16:25:01,October 2021,0,1637.22,0
566,2018-11-30 15:38:54,November 2018,0,1516.06,0
567,2020-02-16 08:47:33,February 2020,0,1282.98,0
569,2018-05-30 12:58:47,May 2018,0,1605.87,0
570,2020-02-17 23:42:47,February 2020,0,1525.97,0
571,2022-02-09 05:52:03,February 2022,0,2118.57,0
574,2020-03-16 05:10:46,March 2020,0,2164.35,0
575,2020-04-22 20:21:27,April 2020,0,2427.69,0
576,2018-04-29 16:58:45,April 2018,0,1572.8,0
632,2020-06-05 22:21:51,June 2020,0,1987.83,0
635,2018-10-11 23:01:44,October 2018,0,1468.83,0
638,2019-02-11 11:36:54,February 2019,0,1298.9,0
639,2019-04-24 12:59:06,April 2019,0,2021.64,0
644,2022-02-01 19:17:29,February 2022,0,2358.31,0
645,2020-03-26 11:23:03,March 2020,0,2338.46,0
647,2019-07-15 16:57:34,July 2019,0,1644.93,0
650,2020-02-16 08:18:49,February 2020,0,1745.05,0
654,2018-10-12 19:14:52,October 2018,0,1810.85,0
655,2018-11-26 15:01:15,November 2018,0,1392.68,0
656,2022-04-21 01:23:17,April 2022,0,1467.45,0
658,2020-09-17 20:49:17,September 2020,0,1388.66,0
659,2021-08-21 13:37:10,August 2021,0,2046.71,0
660,2021-01-30 07:34:14,January 2021,0,2154.77,0
710,2020-06-15 09:42:32,June 2020,0,1443.15,0
712,2021-03-12 03:52:06,March 2021,0,1470.99,0
713,2018-03-17 07:07:53,March 2018,0,1801.33,0
717,2019-11-24 08:46:51,November 2019,0,1603.93,0
718,2020-04-01 04:41:36,April 2020,0,2230.02,0
719,2021-08-09 17:27:51,August 2021,0,1607.12,0
753,2019-05-28 05:52:03,May 2019,0,2498.35,0
755,2018-01-29 04:35:01,January 2018,0,1488.78,0
756,2021-09-07 04:57:42,September 2021,0,2081.76,0
758,2021-06-02 23:47:07,June 2021,0,1532.18,0
760,2019-08-21 06:55:28,August 2019,0,2333.13,0
763,2019-05-29 01:14:22,May 2019,0,2437.19,0
765,2019-12-25 09:09:46,December 2019,0,2224.8,0
768,2020-12-14 03:13:34,December 2020,0,1709.37,0
770,2018-04-09 05:04:10,April 2018,0,1572.5,0
771,2018-01-13 13:42:42,January 2018,0,1947.15,0
774,2019-06-27 12:49:36,June 2019,0,2344.4,0
776,2018-09-12 12:59:19,September 2018,0,2400.83,0
779,2018-02-13 02:16:00,February 2018,0,1446.87,0
782,2021-02-23 05:48:40,February 2021,0,1399.04,0
783,2021-06-19 02:48:50,June 2021,0,2384.38,0
784,2018-08-27 12:40:35,August 2018,0,1624.34,0
787,2019-08-13 01:28:35,August 2019,0,1763.71,0
788,2021-08-28 20:02:50,August 2021,0,1410.46,0
790,2018-04-04 08:03:51,April 2018,0,1724.92,0
791,2022-02-18 02:03:17,February 2022,0,1236.69,0
792,2018-07-03 06:52:15,July 2018,0,1996.52,0
793,2020-05-14 08:48:05,May 2020,0,1748.45,0
794,2019-11-15 23:04:17,November 2019,0,1715.52,0
795,2019-08-13 02:43:05,August 2019,0,1283.14,0
796,2021-06-20 00:41:16,June 2021,0,1527.58,0
797,2021-10-16 17:26:51,October 2021,0,2460.52,0
801,2018-11-24 18:46:11,November 2018,0,1682.61,0
860,2019-08-31 19:42:31,August 2019,0,2027.01,0
861,2018-10-10 17:47:57,October 2018,0,1272.6,0
862,2019-06-10 20:42:42,June 2019,0,1808.61,0
865,2018-08-05 19:41:15,August 2018,0,2410.54,0
866,2020-04-30 23:57:47,April 2020,0,1361.31,0
914,2021-03-03 03:08:40,March 2021,0,1286.34,0
918,2018-06-30 12:43:32,June 2018,0,2332.52,0
921,2019-08-22 20:01:04,August 2019,0,1856.15,0
923,2021-03-15 21:34:08,March 2021,0,1788.64,0
925,2018-04-22 01:13:22,April 2018,0,2000.43,0
926,2019-12-18 21:29:29,December 2019,0,1335.18,0
928,2020-03-18 03:20:21,March 2020,0,1968.2,0
932,2021-08-21 14:41:58,August 2021,0,2337.54,0
959,2018-05-16 20:30:51,May 2018,0,1419.03,0
960,2020-09-19 03:38:42,September 2020,0,2000.72,0
961,2019-03-27 13:51:42,March 2019,0,1971.98,0
968,2019-06-25 06:35:37,June 2019,0,1306.41,0
977,2019-12-07 05:49:56,December 2019,0,1249.64,0
979,2020-03-03 06:13:27,March 2020,0,2211.86,0
982,2019-10-08 11:06:11,October 2019,0,2141.62,0
983,2019-12-16 00:32:23,December 2019,0,1408.34,0
986,2021-06-02 11:05:20,June 2021,0,1834.93,0
987,2021-03-16 12:16:36,March 2021,0,1430.73,0
988,2020-11-05 23:16:42,November 2020,0,1878.57,0
989,2021-10-05 23:23:51,October 2021,0,1542.68,0
990,2022-02-07 04:45:18,February 2022,0,1723.81,0
991,2020-08-18 01:37:11,August 2020,0,2058.72,0
992,2020-12-01 19:43:23,December 2020,0,1734.11,0
993,2021-04-09 12:57:28,April 2021,0,1417.19,0
995,2019-10-24 13:40:48,October 2019,0,1609.47,0
996,2022-04-24 02:35:25,April 2022,0,2294.62,0
997,2020-03-25 00:13:51,March 2020,0,1983.75,0
999,2020-05-18 15:04:39,May 2020,0,1582.58,0
28,2020-12-19 19:35:20,December 2020,0,2374.71,0
32,2019-05-30 04:50:03,May 2019,0,2206.18,0
36,2019-04-12 14:56:28,April 2019,0,1698.02,0
37,2021-11-08 02:25:17,November 2021,0,2370.27,0
39,2020-10-17 15:33:05,October 2020,0,1280.09,0
41,2020-07-14 08:19:56,July 2020,0,1539.22,0
42,2020-06-05 07:53:08,June 2020,0,2150.5,0
44,2020-12-24 09:29:23,December 2020,0,1758.9,0
45,2019-10-03 13:56:33,October 2019,0,2320.38,0
46,2019-03-19 10:43:36,March 2019,0,1695.08,0
47,2022-01-21 15:16:03,January 2022,0,1835.56,0
66,2019-10-11 10:33:00,October 2019,0,1878.67,0
70,2018-02-05 10:08:14,February 2018,0,2355.34,0
71,2019-08-19 22:57:00,August 2019,0,1733.45,0
74,2018-08-05 02:53:01,August 2018,0,1784.23,0
76,2022-04-23 12:28:51,April 2022,0,1331.59,0
117,2021-07-27 21:34:59,July 2021,0,2345.46,0
121,2020-02-16 14:25:12,February 2020,0,1495.32,0
123,2020-02-04 10:59:20,February 2020,0,1756.07,0
126,2021-10-29 21:19:43,October 2021,0,2084.15,0
128,2022-01-03 20:03:10,January 2022,0,1332.62,0
130,2018-09-23 04:09:12,September 2018,0,1448.85,0
131,2019-01-16 21:15:49,January 2019,0,2027.16,0
132,2019-12-14 06:59:44,December 2019,0,1987.51,0
136,2019-02-15 18:54:18,February 2019,0,2068.29,0
137,2019-12-30 23:33:12,December 2019,0,2439.52,0
139,2020-08-14 12:30:04,August 2020,0,1430.06,0
158,2018-12-21 09:53:03,December 2018,0,1329.15,0
163,2019-06-20 16:25:14,June 2019,0,2279.02,0
167,2018-05-05 07:23:08,May 2018,0,1492.35,0
168,2022-03-25 12:00:48,March 2022,0,1546.21,0
169,2018-03-08 03:20:48,March 2018,0,2481.83,0
170,2021-09-17 16:04:19,September 2021,0,1622.69,0
171,2019-06-27 22:35:04,June 2019,0,1947.44,0
172,2021-03-03 03:10:51,March 2021,0,2192.66,0
176,2022-02-25 19:03:13,February 2022,0,2265.12,0
177,2018-09-19 07:03:41,September 2018,0,2154.27,0
178,2019-07-20 00:24:02,July 2019,0,1902.08,0
182,2020-02-11 06:39:28,February 2020,0,1824.5,0
214,2020-11-28 04:47:20,November 2020,0,2238.7,0
215,2021-11-02 12:37:22,November 2021,0,2031.18,0
219,2018-04-25 05:14:14,April 2018,0,1351.85,0
220,2021-03-31 21:09:17,March 2021,0,1347.27,0
224,2021-12-14 11:31:23,December 2021,0,2351.96,0
225,2021-03-21 02:07:43,March 2021,0,2478.29,0
258,2019-01-18 15:53:55,January 2019,0,2084.27,0
261,2020-05-02 04:08:04,May 2020,0,2435.35,0
262,2019-10-12 08:54:08,October 2019,0,1478.72,0
263,2021-04-07 12:48:42,April 2021,0,1359.4,0
264,2021-05-27 14:00:44,May 2021,0,1946.63,0
302,2020-03-15 12:28:16,March 2020,0,2347.29,0
303,2022-02-27 09:52:08,February 2022,0,2361.6,0
304,2018-04-27 18:56:09,April 2018,0,2489.28,0
306,2020-06-29 19:17:10,June 2020,0,1311.08,0
307,2018-08-09 10:52:50,August 2018,0,1896.79,0
308,2020-07-05 06:02:53,July 2020,0,1893.09,0
312,2020-01-05 16:16:45,January 2020,0,1318.95,0
313,2019-12-18 12:12:10,December 2019,0,1856.66,0
315,2020-08-02 03:21:34,August 2020,0,1917.19,0
316,2021-11-10 05:39:07,November 2021,0,1620.87,0
317,2021-08-09 15:56:44,August 2021,0,2325.98,0
361,2018-10-16 20:41:36,October 2018,0,1298.17,0
364,2019-09-12 12:40:03,September 2019,0,1430.28,0
367,2021-06-18 12:30:27,June 2021,0,1533.49,0
370,2019-07-11 15:15:47,July 2019,0,1493.46,0
375,2018-11-11 09:43:10,November 2018,0,2355.71,0
376,2018-10-18 14:53:38,October 2018,0,1412.78,0
381,2018-07-30 09:21:39,July 2018,0,2106.48,0
382,2019-02-16 06:31:36,February 2019,0,1293.97,0
384,2021-12-11 02:17:47,December 2021,0,1840.7,0
385,2021-08-16 09:24:09,August 2021,0,2063.11,0
387,2021-08-24 03:17:34,August 2021,0,1910.36,0
390,2018-12-06 13:53:51,December 2018,0,2491.27,0
391,2020-07-31 19:59:33,July 2020,0,2461.56,0
393,2019-06-18 11:28:30,June 2019,0,2385.75,0
395,2019-09-25 14:01:53,September 2019,0,1996.76,0
399,2018-03-11 01:14:58,March 2018,0,2242.68,0
400,2020-06-01 19:59:26,June 2020,0,2238.64,0
401,2019-02-12 03:55:41,February 2019,0,1881.15,0
456,2019-08-03 11:00:11,August 2019,0,1749.96,0
457,2020-11-21 22:57:58,November 2020,0,1476.81,0
459,2022-01-05 07:30:24,January 2022,0,2148.31,0
464,2021-03-28 06:30:32,March 2021,0,2176.59,0
465,2019-11-04 05:48:26,November 2019,0,1373.67,0
467,2019-03-11 15:29:16,March 2019,0,2297.61,0
468,2018-06-28 03:43:01,June 2018,0,1468.18,0
469,2018-06-01 06:37:48,June 2018,0,1306.82,0
472,2018-04-05 15:55:56,April 2018,0,1886.96,0
474,2020-12-23 06:44:09,December 2020,0,1342.67,0
477,2020-02-04 08:02:38,February 2020,0,1695.95,0
522,2019-08-02 13:37:46,August 2019,0,1573.61,0
523,2020-07-17 23:14:10,July 2020,0,2091.09,0
524,2021-06-11 19:55:07,June 2021,0,1541.14,0
529,2021-11-05 10:24:37,November 2021,0,1946.18,0
531,2021-09-21 09:20:29,September 2021,0,2159.01,0
532,2018-05-17 08:08:27,May 2018,0,1458.3,0
536,2020-01-07 03:34:45,January 2020,0,1567.54,0
537,2020-12-23 07:23:49,December 2020,0,1460.56,0
538,2018-06-10 07:11:09,June 2018,0,1713.43,0
543,2019-11-28 08:42:34,November 2019,0,1498.66,0
547,2020-01-05 13:16:57,January 2020,0,1296.34,0
550,2022-02-10 23:30:34,February 2022,0,1707.46,0
552,2018-01-31 18:30:00,January 2018,0,2080.36,0
553,2020-10-21 09:05:15,October 2020,0,1844.78,0
554,2018-06-12 11:18:56,June 2018,0,1732.53,0
555,2022-02-01 09:40:22,February 2022,0,2173.76,0
556,2019-05-25 14:56:49,May 2019,0,1802.66,0
559,2019-04-06 03:04:33,April 2019,0,1220.36,0
560,2019-02-25 22:00:48,February 2019,0,1236.91,0
562,2020-12-21 10:45:59,December 2020,0,2459.88,0
565,2018-07-04 13:00:16,July 2018,0,1905.81,0
566,2018-04-30 14:34:11,April 2018,0,2261.06,0
567,2019-07-27 17:46:43,July 2019,0,1780.72,0
569,2021-05-04 22:23:32,May 2021,0,1349.37,0
570,2020-06-18 23:54:07,June 2020,0,1301.92,0
571,2020-07-18 10:45:41,July 2020,0,1428.36,0
574,2020-10-22 08:05:38,October 2020,0,2266.72,0
575,2021-03-29 20:37:16,March 2021,0,2242.67,0
576,2018-02-12 16:57:13,February 2018,0,2074.91,0
632,2018-03-25 08:46:39,March 2018,0,2149.57,0
635,2019-11-06 17:47:40,November 2019,0,1360.86,0
638,2019-04-22 02:10:47,April 2019,0,2198.98,0
639,2022-05-09 00:00:29,May 2022,0,2373.93,0
644,2020-11-05 03:29:15,November 2020,0,1973.99,0
645,2020-11-20 08:49:57,November 2020,0,1835.34,0
647,2021-08-28 22:33:11,August 2021,0,2170.16,0
650,2018-11-21 02:18:27,November 2018,0,2242.44,0
654,2018-09-30 23:32:57,September 2018,0,2217.93,0
655,2021-07-14 04:52:26,July 2021,0,1244.3,0
656,2021-03-10 12:15:57,March 2021,0,1481.5,0
658,2021-07-23 05:44:16,July 2021,0,2024.48,0
659,2021-11-02 11:11:30,November 2021,0,1924.83,0
660,2020-09-06 09:30:22,September 2020,0,2432.13,0
710,2019-03-21 16:37:10,March 2019,0,1525.24,0
712,2021-12-31 01:10:04,December 2021,0,1334.17,0
713,2021-01-12 15:43:37,January 2021,0,1499.32,0
717,2019-11-23 10:37:18,November 2019,0,2131.5,0
718,2018-11-01 04:58:38,November 2018,0,2155.84,0
719,2021-03-14 10:23:30,March 2021,0,2250.08,0
753,2020-06-14 01:06:16,June 2020,0,1785.6,0
755,2021-04-12 04:37:30,April 2021,0,1985.84,0
756,2021-01-16 06:28:46,January 2021,0,1224.89,0
758,2019-08-02 00:41:02,August 2019,0,1779.22,0
760,2022-01-03 00:17:07,January 2022,0,2316.74,0
763,2019-07-30 11:28:55,July 2019,0,2357.83,0
765,2021-06-14 22:49:14,June 2021,0,2154.83,0
768,2022-03-19 13:25:32,March 2022,0,1304.95,0
770,2018-07-26 18:48:05,July 2018,0,1632.52,0
771,2022-01-26 10:26:40,January 2022,0,2433.12,0
774,2019-06-09 09:02:38,June 2019,0,1367.87,0
776,2018-01-20 23:25:23,January 2018,0,1446.55,0
779,2020-02-12 08:53:30,February 2020,0,1201.77,0
782,2021-09-05 00:34:01,September 2021,0,2101.18,0
783,2018-12-24 19:10:25,December 2018,0,1624.4,0
784,2018-07-07 07:53:35,July 2018,0,1623.65,0
787,2020-11-03 19:05:58,November 2020,0,1492.23,0
788,2019-09-17 20:16:40,September 2019,0,1918.04,0
790,2018-02-17 12:42:24,February 2018,0,1886.14,0
791,2021-07-03 07:24:35,July 2021,0,2448.21,0
792,2019-04-23 08:13:35,April 2019,0,2151.35,0
793,2019-07-24 21:21:03,July 2019,0,1386.33,0
794,2021-03-11 20:28:31,March 2021,0,2498.96,0
795,2018-03-16 08:29:12,March 2018,0,1892.85,0
796,2022-04-16 13:59:24,April 2022,0,1681.0,0
797,2021-08-26 04:21:10,August 2021,0,2054.07,0
801,2019-08-20 19:03:16,August 2019,0,2327.21,0
860,2020-08-31 05:09:32,August 2020,0,2231.21,0
861,2020-06-26 10:48:39,June 2020,0,1205.01,0
862,2021-10-16 08:06:18,October 2021,0,1528.86,0
865,2022-03-30 15:40:01,March 2022,0,2446.76,0
866,2019-07-12 18:15:29,July 2019,0,1422.44,0
914,2020-09-05 18:26:57,September 2020,0,2295.6,0
918,2020-02-24 10:48:17,February 2020,0,2374.77,0
921,2019-07-18 23:10:59,July 2019,0,1955.95,0
923,2018-11-20 23:54:46,November 2018,0,1574.49,0
925,2018-12-26 20:00:49,December 2018,0,2462.09,0
926,2020-09-24 03:00:50,September 2020,0,1764.79,0
928,2020-04-13 20:31:13,April 2020,0,1772.76,0
932,2018-01-15 22:25:35,January 2018,0,1798.14,0
959,2018-09-04 19:20:33,September 2018,0,1330.67,0
960,2020-02-13 08:54:45,February 2020,0,2232.99,0
961,2018-07-22 02:15:11,July 2018,0,2311.42,0
968,2021-08-04 06:44:01,August 2021,0,1599.85,0
977,2020-02-26 21:06:45,February 2020,0,1386.08,0
979,2021-02-02 17:04:41,February 2021,0,1627.73,0
982,2021-05-15 01:08:01,May 2021,0,1429.03,0
983,2022-03-26 13:23:07,March 2022,0,2405.35,0
986,2022-01-28 03:45:33,January 2022,0,1583.9,0
987,2020-01-18 13:13:56,January 2020,0,2393.73,0
988,2019-12-11 17:22:12,December 2019,0,1666.55,0
989,2021-08-29 00:33:25,August 2021,0,1794.29,0
990,2021-01-11 04:07:08,January 2021,0,1370.39,0
991,2022-05-08 10:39:42,May 2022,0,2261.83,0
992,2022-01-27 22:04:10,January 2022,0,2035.35,0
993,2018-06-15 14:17:25,June 2018,0,2029.62,0
995,2018-03-23 13:46:27,March 2018,0,1384.73,0
996,2021-06-13 10:39:18,June 2021,0,1939.19,0
997,2018-10-01 05:39:19,October 2018,0,1496.96,0
999,2019-08-04 18:56:34,August 2019,0,2184.61,0
28,2018-08-04 12:22:17,August 2018,0,2269.97,0
32,2020-04-10 19:13:31,April 2020,0,1490.57,0
36,2019-04-29 09:53:41,April 2019,0,1999.98,0
37,2020-04-11 01:34:56,April 2020,0,1325.9,0
39,2019-04-10 08:32:34,April 2019,0,2386.48,0
41,2020-11-04 03:59:40,November 2020,0,2330.34,0
42,2020-09-16 04:28:21,September 2020,0,1799.93,0
44,2020-04-12 20:08:59,April 2020,0,1615.3,0
45,2021-02-19 05:11:09,February 2021,0,1355.83,0
46,2022-05-04 07:49:10,May 2022,0,2230.24,0
47,2018-03-09 18:25:04,March 2018,0,2318.01,0
66,2021-04-13 11:34:06,April 2021,0,1313.73,0
70,2019-10-31 00:35:39,October 2019,0,2404.36,0
71,2018-05-22 16:56:33,May 2018,0,2409.11,0
74,2021-10-11 01:29:44,October 2021,0,1894.73,0
76,2020-07-31 13:57:10,July 2020,0,2452.11,0
117,2018-04-01 07:37:40,April 2018,0,2250.75,0
121,2020-01-06 12:06:42,January 2020,0,2139.55,0
123,2022-03-14 02:38:00,March 2022,0,1583.55,0
126,2021-03-24 23:10:01,March 2021,0,2027.01,0
128,2019-01-29 03:02:16,January 2019,0,2138.52,0
130,2020-12-18 14:40:10,December 2020,0,2482.63,0
131,2020-09-30 09:34:51,September 2020,0,2196.16,0
132,2021-01-29 14:48:22,January 2021,0,1639.24,0
136,2022-02-04 18:04:43,February 2022,0,1472.41,0
137,2019-01-12 12:01:56,January 2019,0,2039.5,0
139,2022-03-22 22:52:45,March 2022,0,2483.37,0
158,2018-12-02 05:42:38,December 2018,0,1545.42,0
163,2022-04-06 17:38:29,April 2022,0,1241.02,0
167,2020-04-27 23:20:22,April 2020,0,2365.39,0
168,2020-12-08 18:17:17,December 2020,0,1554.43,0
169,2021-08-20 10:26:19,August 2021,0,2426.85,0
170,2019-07-31 23:46:46,July 2019,0,2453.84,0
171,2021-01-31 12:24:05,January 2021,0,2428.17,0
172,2021-03-22 09:16:05,March 2021,0,1372.86,0
176,2019-06-27 17:20:59,June 2019,0,1576.51,0
177,2018-03-16 00:55:28,March 2018,0,1620.06,0
178,2019-06-17 18:35:52,June 2019,0,1412.97,0
182,2021-03-14 23:29:21,March 2021,0,2126.46,0
214,2020-08-27 08:42:56,August 2020,0,1980.02,0
215,2018-12-02 16:28:34,December 2018,0,1820.99,0
219,2022-01-31 15:57:04,January 2022,0,1301.22,0
220,2021-01-30 10:49:37,January 2021,0,2073.91,0
224,2021-03-05 13:11:09,March 2021,0,1263.44,0
225,2018-12-19 12:41:49,December 2018,0,1261.68,0
258,2019-08-01 09:18:18,August 2019,0,1878.26,0
261,2022-03-02 21:42:13,March 2022,0,1914.21,0
262,2018-04-06 01:48:54,April 2018,0,1252.16,0
263,2019-07-03 18:28:01,July 2019,0,1679.37,0
264,2021-06-04 13:23:17,June 2021,0,1904.22,0
302,2018-08-08 06:14:59,August 2018,0,1424.43,0
303,2021-10-17 08:13:16,October 2021,0,2202.71,0
304,2021-12-30 09:19:42,December 2021,0,1491.73,0
306,2022-03-27 11:04:20,March 2022,0,1689.72,0
307,2020-08-04 00:27:42,August 2020,0,1967.69,0
308,2022-05-11 23:19:41,May 2022,0,2090.54,0
312,2019-03-04 16:31:28,March 2019,0,2359.09,0
313,2019-02-22 04:40:09,February 2019,0,2315.14,0
315,2019-10-17 02:46:37,October 2019,0,2158.87,0
316,2019-01-19 16:18:31,January 2019,0,1512.08,0
317,2020-05-28 00:03:21,May 2020,0,1927.09,0
361,2020-11-11 02:40:55,November 2020,0,2188.02,0
364,2020-08-23 18:47:13,August 2020,0,2332.71,0
367,2020-05-24 02:27:02,May 2020,0,2167.75,0
370,2019-05-02 20:34:00,May 2019,0,1686.79,0
375,2019-05-07 08:51:16,May 2019,0,2425.51,0
376,2020-05-14 07:58:48,May 2020,0,2486.32,0
381,2021-11-22 10:12:04,November 2021,0,1234.35,0
382,2020-06-05 12:01:38,June 2020,0,2282.8,0
384,2020-08-12 05:19:13,August 2020,0,2244.97,0
385,2019-08-13 13:15:13,August 2019,0,1499.19,0
387,2022-02-06 16:43:37,February 2022,0,1258.63,0
390,2018-10-07 20:53:13,October 2018,0,1347.33,0
391,2021-10-13 02:28:02,October 2021,0,2457.29,0
393,2022-05-03 15:47:27,May 2022,0,1820.13,0
395,2018-07-09 01:12:38,July 2018,0,2023.73,0
399,2019-01-15 02:33:42,January 2019,0,2154.74,0
400,2020-10-30 19:18:32,October 2020,0,2386.74,0
401,2021-03-15 19:44:35,March 2021,0,2407.97,0
456,2019-12-04 17:19:04,December 2019,0,1549.34,0
457,2019-09-12 08:15:12,September 2019,0,2314.42,0
459,2019-04-23 08:24:57,April 2019,0,2126.48,0
