flight_id,plane_id,row_seat,col_seat,ticket_price_id
1,119,5,22,264
1,119,5,23,264
1,119,5,24,264
1,119,5,25,264
1,119,5,26,264
1,119,5,27,264
1,119,5,28,264
1,119,5,29,264
1,119,5,30,264
1,119,6,1,264
1,119,6,2,264
1,119,6,3,264
1,119,6,4,264
1,119,6,5,264
1,119,6,6,264
1,119,6,7,264
1,119,6,8,264
1,119,6,9,264
1,119,6,10,264
1,119,6,11,264
1,119,6,12,264
1,119,6,13,264
1,119,6,14,264
1,119,6,15,264
1,119,6,16,264
1,119,6,17,264
1,119,6,18,264
1,119,6,19,264
1,119,6,20,264
1,119,6,21,264
1,119,6,22,264
1,119,6,23,264
1,119,6,24,264
1,119,6,25,264
1,119,6,26,264
1,119,6,27,264
1,119,6,28,264
1,119,6,29,264
1,119,6,30,264
2,17,1,1,109
2,17,1,2,109
2,17,1,3,109
2,17,1,4,109
2,17,1,5,109
2,17,1,6,109
2,17,1,7,109
2,17,1,8,109
2,17,1,9,109
2,17,1,10,109
2,17,1,11,109
2,17,1,12,109
2,17,1,13,109
2,17,1,14,109
2,17,1,15,109
2,17,1,16,109
2,17,1,17,109
2,17,1,18,109
2,17,1,19,109
2,17,1,20,109
2,17,1,21,109
2,17,1,22,109
2,17,1,23,109
2,17,1,24,109
2,17,1,25,109
2,17,1,26,109
2,17,1,27,109
2,17,1,28,109
2,17,1,29,109
2,17,1,30,109
2,17,2,1,110
2,17,2,2,110
2,17,2,3,110
2,17,2,4,110
2,17,2,5,110
2,17,2,6,110
2,17,2,7,110
2,17,2,8,110
2,17,2,9,110
2,17,2,10,110
2,17,2,11,110
2,17,2,12,110
2,17,2,13,110
2,17,2,14,110
2,17,2,15,110
2,17,2,16,110
2,17,2,17,110
2,17,2,18,110
2,17,2,19,110
2,17,2,20,110
2,17,2,21,110
2,17,2,22,110
2,17,2,23,110
2,17,2,24,110
2,17,2,25,110
2,17,2,26,110
2,17,2,27,110
2,17,2,28,110
2,17,2,29,110
2,17,2,30,110
2,17,3,1,111
2,17,3,2,111
2,17,3,3,111
2,17,3,4,111
2,17,3,5,111
2,17,3,6,111
2,17,3,7,111
2,17,3,8,111
2,17,3,9,111
2,17,3,10,111
2,17,3,11,111
2,17,3,12,111
2,17,3,13,111
2,17,3,14,111
2,17,3,15,111
2,17,3,16,111
2,17,3,17,111
2,17,3,18,111
2,17,3,19,111
2,17,3,20,111
2,17,3,21,111
2,17,3,22,111
2,17,3,23,111
2,17,3,24,111
2,17,3,25,111
2,17,3,26,111
2,17,3,27,111
2,17,3,28,111
2,17,3,29,111
2,17,3,30,111
2,17,4,1,111
2,17,4,2,111
2,17,4,3,111
2,17,4,4,111
2,17,4,5,111
2,17,4,6,111
2,17,4,7,111
2,17,4,8,111
2,17,4,9,111
2,17,4,10,111
2,17,4,11,111
2,17,4,12,111
2,17,4,13,111
2,17,4,14,111
2,17,4,15,111
2,17,4,16,111
2,17,4,17,111
2,17,4,18,111
2,17,4,19,111
2,17,4,20,111
2,17,4,21,111
2,17,4,22,111
2,17,4,23,111
2,17,4,24,111
2,17,4,25,111
2,17,4,26,111
2,17,4,27,111
2,17,4,28,111
2,17,4,29,111
2,17,4,30,111
2,17,5,1,112
2,17,5,2,112
2,17,5,3,112
2,17,5,4,112
2,17,5,5,112
2,17,5,6,112
2,17,5,7,112
2,17,5,8,112
2,17,5,9,112
2,17,5,10,112
2,17,5,11,112
2,17,5,12,112
2,17,5,13,112
2,17,5,14,112
2,17,5,15,112
2,17,5,16,112
2,17,5,17,112
2,17,5,18,112
2,17,5,19,112
2,17,5,20,112
2,17,5,21,112
2,17,5,22,112
2,17,5,23,112
2,17,5,24,112
2,17,5,25,112
2,17,5,26,112
2,17,5,27,112
2,17,5,28,112
2,17,5,29,112
2,17,5,30,112
2,17,6,1,112
2,17,6,2,112
2,17,6,3,112
2,17,6,4,112
2,17,6,5,112
2,17,6,6,112
2,17,6,7,112
2,17,6,8,112
2,17,6,9,112
2,17,6,10,112
2,17,6,11,112
2,17,6,12,112
2,17,6,13,112
2,17,6,14,112
2,17,6,15,112
2,17,6,16,112
2,17,6,17,112
2,17,6,18,112
2,17,6,19,112
2,17,6,20,112
2,17,6,21,112
2,17,6,22,112
2,17,6,23,112
2,17,6,24,112
2,17,6,25,112
2,17,6,26,112
2,17,6,27,112
2,17,6,28,112
2,17,6,29,112
2,17,6,30,112
3,138,1,1,941
3,138,1,2,941
3,138,1,3,941
3,138,1,4,941
3,138,1,5,941
3,138,1,6,941
3,138,1,7,941
3,138,1,8,941
3,138,1,9,941
3,138,1,10,941
3,138,1,11,941
3,138,1,12,941
3,138,1,13,941
3,138,1,14,941
3,138,1,15,941
3,138,1,16,941
3,138,1,17,941
3,138,1,18,941
3,138,1,19,941
3,138,1,20,941
3,138,1,21,941
3,138,1,22,941
3,138,1,23,941
3,138,1,24,941
3,138,1,25,941
3,138,1,26,941
3,138,1,27,941
3,138,1,28,941
3,138,1,29,941
3,138,1,30,941
3,138,2,1,942
3,138,2,2,942
3,138,2,3,942
3,138,2,4,942
3,138,2,5,942
3,138,2,6,942
3,138,2,7,942
3,138,2,8,942
3,138,2,9,942
3,138,2,10,942
3,138,2,11,942
3,138,2,12,942
3,138,2,13,942
3,138,2,14,942
3,138,2,15,942
3,138,2,16,942
3,138,2,17,942
3,138,2,18,942
3,138,2,19,942
3,138,2,20,942
3,138,2,21,942
3,138,2,22,942
3,138,2,23,942
3,138,2,24,942
3,138,2,25,942
3,138,2,26,942
3,138,2,27,942
3,138,2,28,942
3,138,2,29,942
3,138,2,30,942
3,138,3,1,943
3,138,3,2,943
3,138,3,3,943
3,138,3,4,943
3,138,3,5,943
3,138,3,6,943
3,138,3,7,943
3,138,3,8,943
3,138,3,9,943
3,138,3,10,943
3,138,3,11,943
3,138,3,12,943
3,138,3,13,943
3,138,3,14,943
3,138,3,15,943
3,138,3,16,943
3,138,3,17,943
3,138,3,18,943
3,138,3,19,943
3,138,3,20,943
3,138,3,21,943
3,138,3,22,943
3,138,3,23,943
3,138,3,24,943
3,138,3,25,943
3,138,3,26,943
3,138,3,27,943
3,138,3,28,943
3,138,3,29,943
3,138,3,30,943
3,138,4,1,943
3,138,4,2,943
3,138,4,3,943
3,138,4,4,943
3,138,4,5,943
3,138,4,6,943
3,138,4,7,943
3,138,4,8,943
3,138,4,9,943
3,138,4,10,943
3,138,4,11,943
3,138,4,12,943
3,138,4,13,943
3,138,4,14,943
3,138,4,15,943
3,138,4,16,943
3,138,4,17,943
3,138,4,18,943
3,138,4,19,943
3,138,4,20,943
3,138,4,21,943
3,138,4,22,943
3,138,4,23,943
3,138,4,24,943
3,138,4,25,943
3,138,4,26,943
3,138,4,27,943
3,138,4,28,943
3,138,4,29,943
3,138,4,30,943
3,138,5,1,944
3,138,5,2,944
3,138,5,3,944
3,138,5,4,944
3,138,5,5,944
3,138,5,6,944
3,138,5,7,944
3,138,5,8,944
3,138,5,9,944
3,138,5,10,944
3,138,5,11,944
3,138,5,12,944
3,138,5,13,944
3,138,5,14,944
3,138,5,15,944
3,138,5,16,944
3,138,5,17,944
3,138,5,18,944
3,138,5,19,944
3,138,5,20,944
3,138,5,21,944
3,138,5,22,944
3,138,5,23,944
3,138,5,24,944
3,138,5,25,944
3,138,5,26,944
3,138,5,27,944
3,138,5,28,944
3,138,5,29,944
3,138,5,30,944
3,138,6,1,944
3,138,6,2,944
3,138,6,3,944
3,138,6,4,944
3,138,6,5,944
3,138,6,6,944
3,138,6,7,944
3,138,6,8,944
3,138,6,9,944
3,138,6,10,944
3,138,6,11,944
3,138,6,12,944
3,138,6,13,944
3,138,6,14,944
3,138,6,15,944
3,138,6,16,944
3,138,6,17,944
3,138,6,18,944
3,138,6,19,944
3,138,6,20,944
3,138,6,21,944
3,138,6,22,944
3,138,6,23,944
3,138,6,24,944
3,138,6,25,944
3,138,6,26,944
3,138,6,27,944
3,138,6,28,944
3,138,6,29,944
3,138,6,30,944
4,69,1,1,293
4,69,1,2,293
4,69,1,3,293
4,69,1,4,293
4,69,1,5,293
4,69,1,6,293
4,69,1,7,293
4,69,1,8,293
4,69,1,9,293
4,69,1,10,293
4,69,1,11,293
4,69,1,12,293
4,69,1,13,293
4,69,1,14,293
4,69,1,15,293
4,69,1,16,293
4,69,1,17,293
4,69,1,18,293
4,69,1,19,293
4,69,1,20,293
4,69,1,21,293
4,69,1,22,293
4,69,1,23,293
4,69,1,24,293
4,69,1,25,293
4,69,1,26,293
4,69,1,27,293
4,69,1,28,293
4,69,1,29,293
4,69,1,30,293
4,69,2,1,294
4,69,2,2,294
4,69,2,3,294
4,69,2,4,294
4,69,2,5,294
4,69,2,6,294
4,69,2,7,294
4,69,2,8,294
4,69,2,9,294
4,69,2,10,294
4,69,2,11,294
4,69,2,12,294
4,69,2,13,294
4,69,2,14,294
4,69,2,15,294
4,69,2,16,294
4,69,2,17,294
4,69,2,18,294
4,69,2,19,294
4,69,2,20,294
4,69,2,21,294
4,69,2,22,294
4,69,2,23,294
4,69,2,24,294
4,69,2,25,294
4,69,2,26,294
4,69,2,27,294
4,69,2,28,294
4,69,2,29,294
4,69,2,30,294
4,69,3,1,295
4,69,3,2,295
4,69,3,3,295
4,69,3,4,295
4,69,3,5,295
4,69,3,6,295
4,69,3,7,295
4,69,3,8,295
4,69,3,9,295
4,69,3,10,295
4,69,3,11,295
4,69,3,12,295
4,69,3,13,295
4,69,3,14,295
4,69,3,15,295
4,69,3,16,295
4,69,3,17,295
4,69,3,18,295
4,69,3,19,295
4,69,3,20,295
4,69,3,21,295
4,69,3,22,295
4,69,3,23,295
4,69,3,24,295
4,69,3,25,295
4,69,3,26,295
4,69,3,27,295
4,69,3,28,295
4,69,3,29,295
4,69,3,30,295
4,69,4,1,295
4,69,4,2,295
4,69,4,3,295
4,69,4,4,295
4,69,4,5,295
4,69,4,6,295
4,69,4,7,295
4,69,4,8,295
4,69,4,9,295
4,69,4,10,295
4,69,4,11,295
4,69,4,12,295
4,69,4,13,295
4,69,4,14,295
4,69,4,15,295
4,69,4,16,295
4,69,4,17,295
4,69,4,18,295
4,69,4,19,295
4,69,4,20,295
4,69,4,21,295
4,69,4,22,295
4,69,4,23,295
4,69,4,24,295
4,69,4,25,295
4,69,4,26,295
4,69,4,27,295
4,69,4,28,295
4,69,4,29,295
4,69,4,30,295
4,69,5,1,296
4,69,5,2,296
4,69,5,3,296
4,69,5,4,296
4,69,5,5,296
4,69,5,6,296
4,69,5,7,296
4,69,5,8,296
4,69,5,9,296
4,69,5,10,296
4,69,5,11,296
4,69,5,12,296
4,69,5,13,296
4,69,5,14,296
4,69,5,15,296
4,69,5,16,296
4,69,5,17,296
4,69,5,18,296
4,69,5,19,296
4,69,5,20,296
4,69,5,21,296
4,69,5,22,296
4,69,5,23,296
4,69,5,24,296
4,69,5,25,296
4,69,5,26,296
4,69,5,27,296
4,69,5,28,296
4,69,5,29,296
4,69,5,30,296
4,69,6,1,296
4,69,6,2,296
4,69,6,3,296
4,69,6,4,296
4,69,6,5,296
4,69,6,6,296
4,69,6,7,296
4,69,6,8,296
4,69,6,9,296
4,69,6,10,296
4,69,6,11,296
4,69,6,12,296
4,69,6,13,296
4,69,6,14,296
4,69,6,15,296
4,69,6,16,296
4,69,6,17,296
4,69,6,18,296
4,69,6,19,296
4,69,6,20,296
4,69,6,21,296
4,69,6,22,296
4,69,6,23,296
4,69,6,24,296
4,69,6,25,296
4,69,6,26,296
4,69,6,27,296
4,69,6,28,296
4,69,6,29,296
4,69,6,30,296
5,47,1,1,469
5,47,1,2,469
5,47,1,3,469
5,47,1,4,469
5,47,1,5,469
5,47,1,6,469
5,47,1,7,469
5,47,1,8,469
5,47,1,9,469
5,47,1,10,469
5,47,1,11,469
5,47,1,12,469
5,47,1,13,469
5,47,1,14,469
5,47,1,15,469
5,47,1,16,469
5,47,1,17,469
5,47,1,18,469
5,47,1,19,469
5,47,1,20,469
5,47,1,21,469
5,47,1,22,469
5,47,1,23,469
5,47,1,24,469
5,47,1,25,469
5,47,1,26,469
5,47,1,27,469
5,47,1,28,469
5,47,1,29,469
5,47,1,30,469
5,47,2,1,470
5,47,2,2,470
5,47,2,3,470
5,47,2,4,470
5,47,2,5,470
5,47,2,6,470
5,47,2,7,470
5,47,2,8,470
5,47,2,9,470
5,47,2,10,470
5,47,2,11,470
5,47,2,12,470
5,47,2,13,470
5,47,2,14,470
5,47,2,15,470
5,47,2,16,470
5,47,2,17,470
5,47,2,18,470
5,47,2,19,470
5,47,2,20,470
5,47,2,21,470
5,47,2,22,470
5,47,2,23,470
5,47,2,24,470
5,47,2,25,470
5,47,2,26,470
5,47,2,27,470
5,47,2,28,470
5,47,2,29,470
5,47,2,30,470
5,47,3,1,471
5,47,3,2,471
5,47,3,3,471
5,47,3,4,471
5,47,3,5,471
5,47,3,6,471
5,47,3,7,471
5,47,3,8,471
5,47,3,9,471
5,47,3,10,471
5,47,3,11,471
5,47,3,12,471
5,47,3,13,471
5,47,3,14,471
5,47,3,15,471
5,47,3,16,471
5,47,3,17,471
5,47,3,18,471
5,47,3,19,471
5,47,3,20,471
5,47,3,21,471
5,47,3,22,471
5,47,3,23,471
5,47,3,24,471
5,47,3,25,471
5,47,3,26,471
5,47,3,27,471
5,47,3,28,471
5,47,3,29,471
5,47,3,30,471
5,47,4,1,471
5,47,4,2,471
5,47,4,3,471
5,47,4,4,471
5,47,4,5,471
5,47,4,6,471
5,47,4,7,471
5,47,4,8,471
5,47,4,9,471
5,47,4,10,471
5,47,4,11,471
5,47,4,12,471
5,47,4,13,471
5,47,4,14,471
5,47,4,15,471
5,47,4,16,471
5,47,4,17,471
5,47,4,18,471
5,47,4,19,471
5,47,4,20,471
5,47,4,21,471
5,47,4,22,471
5,47,4,23,471
5,47,4,24,471
5,47,4,25,471
5,47,4,26,471
5,47,4,27,471
5,47,4,28,471
5,47,4,29,471
5,47,4,30,471
5,47,5,1,472
5,47,5,2,472
5,47,5,3,472
5,47,5,4,472
5,47,5,5,472
5,47,5,6,472
5,47,5,7,472
5,47,5,8,472
5,47,5,9,472
5,47,5,10,472
5,47,5,11,472
5,47,5,12,472
5,47,5,13,472
5,47,5,14,472
5,47,5,15,472
5,47,5,16,472
5,47,5,17,472
5,47,5,18,472
5,47,5,19,472
5,47,5,20,472
5,47,5,21,472
5,47,5,22,472
5,47,5,23,472
5,47,5,24,472
5,47,5,25,472
5,47,5,26,472
5,47,5,27,472
5,47,5,28,472
5,47,5,29,472
5,47,5,30,472
5,47,6,1,472
5,47,6,2,472
5,47,6,3,472
5,47,6,4,472
5,47,6,5,472
5,47,6,6,472
5,47,6,7,472
5,47,6,8,472
5,47,6,9,472
5,47,6,10,472
5,47,6,11,472
5,47,6,12,472
5,47,6,13,472
5,47,6,14,472
5,47,6,15,472
5,47,6,16,472
5,47,6,17,472
5,47,6,18,472
5,47,6,19,472
5,47,6,20,472
5,47,6,21,472
5,47,6,22,472
5,47,6,23,472
5,47,6,24,472
5,47,6,25,472
5,47,6,26,472
5,47,6,27,472
5,47,6,28,472
5,47,6,29,472
5,47,6,30,472
6,165,1,1,925
6,165,1,2,925
6,165,1,3,925
6,165,1,4,925
6,165,1,5,925
6,165,1,6,925
6,165,1,7,925
6,165,1,8,925
6,165,1,9,925
6,165,1,10,925
6,165,1,11,925
6,165,1,12,925
6,165,1,13,925
6,165,1,14,925
6,165,1,15,925
6,165,1,16,925
6,165,1,17,925
6,165,1,18,925
6,165,1,19,925
6,165,1,20,925
6,165,1,21,925
6,165,1,22,925
6,165,1,23,925
6,165,1,24,925
6,165,1,25,925
6,165,1,26,925
6,165,1,27,925
6,165,1,28,925
6,165,1,29,925
6,165,1,30,925
6,165,2,1,926
6,165,2,2,926
6,165,2,3,926
6,165,2,4,926
6,165,2,5,926
6,165,2,6,926
6,165,2,7,926
6,165,2,8,926
6,165,2,9,926
6,165,2,10,926
6,165,2,11,926
6,165,2,12,926
6,165,2,13,926
6,165,2,14,926
6,165,2,15,926
6,165,2,16,926
6,165,2,17,926
6,165,2,18,926
6,165,2,19,926
6,165,2,20,926
6,165,2,21,926
6,165,2,22,926
6,165,2,23,926
6,165,2,24,926
6,165,2,25,926
6,165,2,26,926
6,165,2,27,926
6,165,2,28,926
6,165,2,29,926
6,165,2,30,926
6,165,3,1,927
6,165,3,2,927
6,165,3,3,927
6,165,3,4,927
6,165,3,5,927
6,165,3,6,927
6,165,3,7,927
6,165,3,8,927
6,165,3,9,927
6,165,3,10,927
6,165,3,11,927
6,165,3,12,927
6,165,3,13,927
6,165,3,14,927
6,165,3,15,927
6,165,3,16,927
6,165,3,17,927
6,165,3,18,927
6,165,3,19,927
6,165,3,20,927
6,165,3,21,927
6,165,3,22,927
6,165,3,23,927
6,165,3,24,927
6,165,3,25,927
6,165,3,26,927
6,165,3,27,927
6,165,3,28,927
6,165,3,29,927
6,165,3,30,927
6,165,4,1,927
6,165,4,2,927
6,165,4,3,927
6,165,4,4,927
6,165,4,5,927
6,165,4,6,927
6,165,4,7,927
6,165,4,8,927
6,165,4,9,927
6,165,4,10,927
6,165,4,11,927
6,165,4,12,927
6,165,4,13,927
6,165,4,14,927
6,165,4,15,927
6,165,4,16,927
6,165,4,17,927
6,165,4,18,927
6,165,4,19,927
6,165,4,20,927
6,165,4,21,927
6,165,4,22,927
6,165,4,23,927
6,165,4,24,927
6,165,4,25,927
6,165,4,26,927
6,165,4,27,927
6,165,4,28,927
6,165,4,29,927
6,165,4,30,927
6,165,5,1,928
6,165,5,2,928
6,165,5,3,928
6,165,5,4,928
6,165,5,5,928
6,165,5,6,928
6,165,5,7,928
6,165,5,8,928
6,165,5,9,928
6,165,5,10,928
6,165,5,11,928
6,165,5,12,928
6,165,5,13,928
6,165,5,14,928
6,165,5,15,928
6,165,5,16,928
6,165,5,17,928
6,165,5,18,928
6,165,5,19,928
6,165,5,20,928
6,165,5,21,928
6,165,5,22,928
6,165,5,23,928
6,165,5,24,928
6,165,5,25,928
6,165,5,26,928
6,165,5,27,928
6,165,5,28,928
6,165,5,29,928
6,165,5,30,928
6,165,6,1,928
6,165,6,2,928
6,165,6,3,928
6,165,6,4,928
6,165,6,5,928
6,165,6,6,928
6,165,6,7,928
6,165,6,8,928
6,165,6,9,928
6,165,6,10,928
6,165,6,11,928
6,165,6,12,928
6,165,6,13,928
6,165,6,14,928
6,165,6,15,928
6,165,6,16,928
6,165,6,17,928
6,165,6,18,928
6,165,6,19,928
6,165,6,20,928
6,165,6,21,928
6,165,6,22,928
6,165,6,23,928
6,165,6,24,928
6,165,6,25,928
6,165,6,26,928
6,165,6,27,928
6,165,6,28,928
6,165,6,29,928
6,165,6,30,928
7,154,1,1,877
7,154,1,2,877
7,154,1,3,877
7,154,1,4,877
7,154,1,5,877
7,154,1,6,877
7,154,1,7,877
7,154,1,8,877
7,154,1,9,877
7,154,1,10,877
7,154,1,11,877
7,154,1,12,877
7,154,1,13,877
7,154,1,14,877
7,154,1,15,877
7,154,1,16,877
7,154,1,17,877
7,154,1,18,877
7,154,1,19,877
7,154,1,20,877
7,154,1,21,877
7,154,1,22,877
7,154,1,23,877
7,154,1,24,877
7,154,1,25,877
7,154,1,26,877
7,154,1,27,877
7,154,1,28,877
7,154,1,29,877
7,154,1,30,877
7,154,2,1,878
7,154,2,2,878
7,154,2,3,878
7,154,2,4,878
7,154,2,5,878
7,154,2,6,878
7,154,2,7,878
7,154,2,8,878
7,154,2,9,878
7,154,2,10,878
7,154,2,11,878
7,154,2,12,878
7,154,2,13,878
7,154,2,14,878
7,154,2,15,878
7,154,2,16,878
7,154,2,17,878
7,154,2,18,878
7,154,2,19,878
7,154,2,20,878
7,154,2,21,878
7,154,2,22,878
7,154,2,23,878
7,154,2,24,878
7,154,2,25,878
7,154,2,26,878
7,154,2,27,878
7,154,2,28,878
7,154,2,29,878
7,154,2,30,878
7,154,3,1,879
7,154,3,2,879
7,154,3,3,879
7,154,3,4,879
7,154,3,5,879
7,154,3,6,879
7,154,3,7,879
7,154,3,8,879
7,154,3,9,879
7,154,3,10,879
7,154,3,11,879
7,154,3,12,879
7,154,3,13,879
7,154,3,14,879
7,154,3,15,879
7,154,3,16,879
7,154,3,17,879
7,154,3,18,879
7,154,3,19,879
7,154,3,20,879
7,154,3,21,879
7,154,3,22,879
7,154,3,23,879
7,154,3,24,879
7,154,3,25,879
7,154,3,26,879
7,154,3,27,879
7,154,3,28,879
7,154,3,29,879
7,154,3,30,879
7,154,4,1,879
7,154,4,2,879
7,154,4,3,879
7,154,4,4,879
7,154,4,5,879
7,154,4,6,879
7,154,4,7,879
7,154,4,8,879
7,154,4,9,879
7,154,4,10,879
7,154,4,11,879
7,154,4,12,879
7,154,4,13,879
7,154,4,14,879
7,154,4,15,879
7,154,4,16,879
7,154,4,17,879
7,154,4,18,879
7,154,4,19,879
7,154,4,20,879
7,154,4,21,879
7,154,4,22,879
7,154,4,23,879
7,154,4,24,879
7,154,4,25,879
7,154,4,26,879
7,154,4,27,879
7,154,4,28,879
7,154,4,29,879
7,154,4,30,879
7,154,5,1,880
7,154,5,2,880
7,154,5,3,880
7,154,5,4,880
7,154,5,5,880
7,154,5,6,880
7,154,5,7,880
7,154,5,8,880
7,154,5,9,880
7,154,5,10,880
7,154,5,11,880
7,154,5,12,880
7,154,5,13,880
7,154,5,14,880
7,154,5,15,880
7,154,5,16,880
7,154,5,17,880
7,154,5,18,880
7,154,5,19,880
7,154,5,20,880
7,154,5,21,880
7,154,5,22,880
7,154,5,23,880
7,154,5,24,880
7,154,5,25,880
7,154,5,26,880
7,154,5,27,880
7,154,5,28,880
7,154,5,29,880
7,154,5,30,880
7,154,6,1,880
7,154,6,2,880
7,154,6,3,880
7,154,6,4,880
7,154,6,5,880
7,154,6,6,880
7,154,6,7,880
7,154,6,8,880
7,154,6,9,880
7,154,6,10,880
7,154,6,11,880
7,154,6,12,880
7,154,6,13,880
7,154,6,14,880
7,154,6,15,880
7,154,6,16,880
7,154,6,17,880
7,154,6,18,880
7,154,6,19,880
7,154,6,20,880
7,154,6,21,880
7,154,6,22,880
7,154,6,23,880
7,154,6,24,880
7,154,6,25,880
7,154,6,26,880
7,154,6,27,880
7,154,6,28,880
7,154,6,29,880
7,154,6,30,880
8,136,1,1,869
8,136,1,2,869
8,136,1,3,869
8,136,1,4,869
8,136,1,5,869
8,136,1,6,869
8,136,1,7,869
8,136,1,8,869
8,136,1,9,869
8,136,1,10,869
8,136,1,11,869
8,136,1,12,869
8,136,1,13,869
8,136,1,14,869
8,136,1,15,869
8,136,1,16,869
8,136,1,17,869
8,136,1,18,869
8,136,1,19,869
8,136,1,20,869
8,136,1,21,869
8,136,1,22,869
8,136,1,23,869
8,136,1,24,869
8,136,1,25,869
8,136,1,26,869
8,136,1,27,869
8,136,1,28,869
8,136,1,29,869
8,136,1,30,869
8,136,2,1,870
8,136,2,2,870
8,136,2,3,870
8,136,2,4,870
8,136,2,5,870
8,136,2,6,870
8,136,2,7,870
8,136,2,8,870
8,136,2,9,870
8,136,2,10,870
8,136,2,11,870
8,136,2,12,870
8,136,2,13,870
8,136,2,14,870
8,136,2,15,870
8,136,2,16,870
8,136,2,17,870
8,136,2,18,870
8,136,2,19,870
8,136,2,20,870
8,136,2,21,870
8,136,2,22,870
8,136,2,23,870
8,136,2,24,870
8,136,2,25,870
8,136,2,26,870
8,136,2,27,870
8,136,2,28,870
8,136,2,29,870
8,136,2,30,870
8,136,3,1,871
8,136,3,2,871
8,136,3,3,871
8,136,3,4,871
8,136,3,5,871
8,136,3,6,871
8,136,3,7,871
8,136,3,8,871
8,136,3,9,871
8,136,3,10,871
8,136,3,11,871
8,136,3,12,871
8,136,3,13,871
8,136,3,14,871
8,136,3,15,871
8,136,3,16,871
8,136,3,17,871
8,136,3,18,871
8,136,3,19,871
8,136,3,20,871
8,136,3,21,871
8,136,3,22,871
8,136,3,23,871
8,136,3,24,871
8,136,3,25,871
8,136,3,26,871
8,136,3,27,871
8,136,3,28,871
8,136,3,29,871
8,136,3,30,871
8,136,4,1,871
8,136,4,2,871
8,136,4,3,871
8,136,4,4,871
8,136,4,5,871
8,136,4,6,871
8,136,4,7,871
8,136,4,8,871
8,136,4,9,871
8,136,4,10,871
8,136,4,11,871
8,136,4,12,871
8,136,4,13,871
8,136,4,14,871
8,136,4,15,871
8,136,4,16,871
8,136,4,17,871
8,136,4,18,871
8,136,4,19,871
8,136,4,20,871
8,136,4,21,871
8,136,4,22,871
8,136,4,23,871
8,136,4,24,871
8,136,4,25,871
8,136,4,26,871
8,136,4,27,871
8,136,4,28,871
8,136,4,29,871
8,136,4,30,871
8,136,5,1,872
8,136,5,2,872
8,136,5,3,872
8,136,5,4,872
8,136,5,5,872
8,136,5,6,872
8,136,5,7,872
8,136,5,8,872
8,136,5,9,872
8,136,5,10,872
8,136,5,11,872
8,136,5,12,872
8,136,5,13,872
8,136,5,14,872
