plane_id,row_seat,col_seat,class_name,seat_available
115,4,5,Clase Economy,true
115,4,6,Clase Economy,true
115,4,7,Clase Economy,true
115,4,8,Clase Economy,true
115,4,9,Clase Economy,true
115,4,10,Clase Economy,true
115,4,11,Clase Economy,true
115,4,12,Clase Economy,true
115,4,13,Clase Economy,true
115,4,14,Clase Economy,true
115,4,15,Clase Economy,true
115,4,16,Clase Economy,true
115,4,17,Clase Economy,true
115,4,18,Clase Economy,true
115,4,19,Clase Economy,true
115,4,20,Clase Economy,true
115,4,21,Clase Economy,true
115,4,22,Clase Economy,true
115,4,23,Clase Economy,true
115,4,24,Clase Economy,true
115,4,25,Clase Economy,true
115,4,26,Clase Economy,true
115,4,27,Clase Economy,true
115,4,28,Clase Economy,true
115,4,29,Clase Economy,true
115,4,30,Clase Economy,true
115,5,1,Clase Basica,true
115,5,2,Clase Basica,true
115,5,3,Clase Basica,true
115,5,4,Clase Basica,true
115,5,5,Clase Basica,true
115,5,6,Clase Basica,true
115,5,7,Clase Basica,true
115,5,8,Clase Basica,true
115,5,9,Clase Basica,true
115,5,10,Clase Basica,true
115,5,11,Clase Basica,true
115,5,12,Clase Basica,true
115,5,13,Clase Basica,true
115,5,14,Clase Basica,true
115,5,15,Clase Basica,true
115,5,16,Clase Basica,true
115,5,17,Clase Basica,true
115,5,18,Clase Basica,true
115,5,19,Clase Basica,true
115,5,20,Clase Basica,true
115,5,21,Clase Basica,true
115,5,22,Clase Basica,true
115,5,23,Clase Basica,true
115,5,24,Clase Basica,true
115,5,25,Clase Basica,true
115,5,26,Clase Basica,true
115,5,27,Clase Basica,true
115,5,28,Clase Basica,true
115,5,29,Clase Basica,true
115,5,30,Clase Basica,true
115,6,1,Clase Basica,true
115,6,2,Clase Basica,true
115,6,3,Clase Basica,true
115,6,4,Clase Basica,true
115,6,5,Clase Basica,true
115,6,6,Clase Basica,true
115,6,7,Clase Basica,true
115,6,8,Clase Basica,true
115,6,9,Clase Basica,true
115,6,10,Clase Basica,true
115,6,11,Clase Basica,true
115,6,12,Clase Basica,true
115,6,13,Clase Basica,true
115,6,14,Clase Basica,true
115,6,15,Clase Basica,true
115,6,16,Clase Basica,true
115,6,17,Clase Basica,true
115,6,18,Clase Basica,true
115,6,19,Clase Basica,true
115,6,20,Clase Basica,true
115,6,21,Clase Basica,true
115,6,22,Clase Basica,true
115,6,23,Clase Basica,true
115,6,24,Clase Basica,true
115,6,25,Clase Basica,true
115,6,26,Clase Basica,true
115,6,27,Clase Basica,true
115,6,28,Clase Basica,true
115,6,29,Clase Basica,true
115,6,30,Clase Basica,true
119,1,1,Clase Basica,true
119,1,2,Clase Basica,true
119,1,3,Clase Basica,true
119,1,4,Clase Basica,true
119,1,5,Clase Basica,true
119,1,6,Clase Basica,true
119,1,7,Clase Basica,true
119,1,8,Clase Basica,true
119,1,9,Clase Basica,true
119,1,10,Clase Basica,true
119,1,11,Clase Basica,true
119,1,12,Clase Basica,true
119,1,13,Clase Basica,true
119,1,14,Clase Basica,true
119,1,15,Clase Basica,true
119,1,16,Clase Basica,true
119,1,17,Clase Basica,true
119,1,18,Clase Basica,true
119,1,19,Clase Basica,true
119,1,20,Clase Basica,true
119,1,21,Clase Basica,true
119,1,22,Clase Basica,true
119,1,23,Clase Basica,true
119,1,24,Clase Basica,true
119,1,25,Clase Basica,true
119,1,26,Clase Basica,true
119,1,27,Clase Basica,true
119,1,28,Clase Basica,true
119,1,29,Clase Basica,true
119,1,30,Clase Basica,true
119,2,1,Clase Business,true
119,2,2,Clase Business,true
119,2,3,Clase Business,true
119,2,4,Clase Business,true
119,2,5,Clase Business,true
119,2,6,Clase Business,true
119,2,7,Clase Business,true
119,2,8,Clase Business,true
119,2,9,Clase Business,true
119,2,10,Clase Business,true
119,2,11,Clase Business,true
119,2,12,Clase Business,true
119,2,13,Clase Business,true
119,2,14,Clase Business,true
119,2,15,Clase Business,true
119,2,16,Clase Business,true
119,2,17,Clase Business,true
119,2,18,Clase Business,true
119,2,19,Clase Business,true
119,2,20,Clase Business,true
119,2,21,Clase Business,true
119,2,22,Clase Business,true
119,2,23,Clase Business,true
119,2,24,Clase Business,true
119,2,25,Clase Business,true
119,2,26,Clase Business,true
119,2,27,Clase Business,true
119,2,28,Clase Business,true
119,2,29,Clase Business,true
119,2,30,Clase Business,true
119,3,1,Clase Economy,true
119,3,2,Clase Economy,true
119,3,3,Clase Economy,true
119,3,4,Clase Economy,true
119,3,5,Clase Economy,true
119,3,6,Clase Economy,true
119,3,7,Clase Economy,true
119,3,8,Clase Economy,true
119,3,9,Clase Economy,true
119,3,10,Clase Economy,true
119,3,11,Clase Economy,true
119,3,12,Clase Economy,true
119,3,13,Clase Economy,true
119,3,14,Clase Economy,true
119,3,15,Clase Economy,true
119,3,16,Clase Economy,true
119,3,17,Clase Economy,true
119,3,18,Clase Economy,true
119,3,19,Clase Economy,true
119,3,20,Clase Economy,true
119,3,21,Clase Economy,true
119,3,22,Clase Economy,true
119,3,23,Clase Economy,true
119,3,24,Clase Economy,true
119,3,25,Clase Economy,true
119,3,26,Clase Economy,true
119,3,27,Clase Economy,true
119,3,28,Clase Economy,true
119,3,29,Clase Economy,true
119,3,30,Clase Economy,true
119,4,1,Clase Economy,true
119,4,2,Clase Economy,true
119,4,3,Clase Economy,true
119,4,4,Clase Economy,true
119,4,5,Clase Economy,true
119,4,6,Clase Economy,true
119,4,7,Clase Economy,true
119,4,8,Clase Economy,true
119,4,9,Clase Economy,true
119,4,10,Clase Economy,true
119,4,11,Clase Economy,true
119,4,12,Clase Economy,true
119,4,13,Clase Economy,true
119,4,14,Clase Economy,true
119,4,15,Clase Economy,true
119,4,16,Clase Economy,true
119,4,17,Clase Economy,true
119,4,18,Clase Economy,true
119,4,19,Clase Economy,true
119,4,20,Clase Economy,true
119,4,21,Clase Economy,true
119,4,22,Clase Economy,true
119,4,23,Clase Economy,true
119,4,24,Clase Economy,true
119,4,25,Clase Economy,true
119,4,26,Clase Economy,true
119,4,27,Clase Economy,true
119,4,28,Clase Economy,true
119,4,29,Clase Economy,true
119,4,30,Clase Economy,true
119,5,1,Clase Basica,true
119,5,2,Clase Basica,true
119,5,3,Clase Basica,true
119,5,4,Clase Basica,true
119,5,5,Clase Basica,true
119,5,6,Clase Basica,true
119,5,7,Clase Basica,true
119,5,8,Clase Basica,true
119,5,9,Clase Basica,true
119,5,10,Clase Basica,true
119,5,11,Clase Basica,true
119,5,12,Clase Basica,true
119,5,13,Clase Basica,true
119,5,14,Clase Basica,true
119,5,15,Clase Basica,true
119,5,16,Clase Basica,true
119,5,17,Clase Basica,true
119,5,18,Clase Basica,true
119,5,19,Clase Basica,true
119,5,20,Clase Basica,true
119,5,21,Clase Basica,true
119,5,22,Clase Basica,true
119,5,23,Clase Basica,true
119,5,24,Clase Basica,true
119,5,25,Clase Basica,true
119,5,26,Clase Basica,true
119,5,27,Clase Basica,true
119,5,28,Clase Basica,true
119,5,29,Clase Basica,true
119,5,30,Clase Basica,true
119,6,1,Clase Basica,true
119,6,2,Clase Basica,true
119,6,3,Clase Basica,true
119,6,4,Clase Basica,true
119,6,5,Clase Basica,true
119,6,6,Clase Basica,true
119,6,7,Clase Basica,true
119,6,8,Clase Basica,true
119,6,9,Clase Basica,true
119,6,10,Clase Basica,true
119,6,11,Clase Basica,true
119,6,12,Clase Basica,true
119,6,13,Clase Basica,true
119,6,14,Clase Basica,true
119,6,15,Clase Basica,true
119,6,16,Clase Basica,true
119,6,17,Clase Basica,true
119,6,18,Clase Basica,true
119,6,19,Clase Basica,true
119,6,20,Clase Basica,true
119,6,21,Clase Basica,true
119,6,22,Clase Basica,true
119,6,23,Clase Basica,true
119,6,24,Clase Basica,true
119,6,25,Clase Basica,true
119,6,26,Clase Basica,true
119,6,27,Clase Basica,true
119,6,28,Clase Basica,true
119,6,29,Clase Basica,true
119,6,30,Clase Basica,true
130,1,1,Clase Basica,true
130,1,2,Clase Basica,true
130,1,3,Clase Basica,true
130,1,4,Clase Basica,true
130,1,5,Clase Basica,true
130,1,6,Clase Basica,true
130,1,7,Clase Basica,true
130,1,8,Clase Basica,true
130,1,9,Clase Basica,true
130,1,10,Clase Basica,true
130,1,11,Clase Basica,true
130,1,12,Clase Basica,true
130,1,13,Clase Basica,true
130,1,14,Clase Basica,true
130,1,15,Clase Basica,true
130,1,16,Clase Basica,true
130,1,17,Clase Basica,true
130,1,18,Clase Basica,true
130,1,19,Clase Basica,true
130,1,20,Clase Basica,true
130,1,21,Clase Basica,true
130,1,22,Clase Basica,true
130,1,23,Clase Basica,true
130,1,24,Clase Basica,true
130,1,25,Clase Basica,true
130,1,26,Clase Basica,true
130,1,27,Clase Basica,true
130,1,28,Clase Basica,true
130,1,29,Clase Basica,true
130,1,30,Clase Basica,true
130,2,1,Clase Business,true
130,2,2,Clase Business,true
130,2,3,Clase Business,true
130,2,4,Clase Business,true
130,2,5,Clase Business,true
130,2,6,Clase Business,true
130,2,7,Clase Business,true
130,2,8,Clase Business,true
130,2,9,Clase Business,true
130,2,10,Clase Business,true
130,2,11,Clase Business,true
130,2,12,Clase Business,true
130,2,13,Clase Business,true
130,2,14,Clase Business,true
130,2,15,Clase Business,true
130,2,16,Clase Business,true
130,2,17,Clase Business,true
130,2,18,Clase Business,true
130,2,19,Clase Business,true
130,2,20,Clase Business,true
130,2,21,Clase Business,true
130,2,22,Clase Business,true
130,2,23,Clase Business,true
130,2,24,Clase Business,true
130,2,25,Clase Business,true
130,2,26,Clase Business,true
130,2,27,Clase Business,true
130,2,28,Clase Business,true
130,2,29,Clase Business,true
130,2,30,Clase Business,true
130,3,1,Clase Economy,true
130,3,2,Clase Economy,true
130,3,3,Clase Economy,true
130,3,4,Clase Economy,true
130,3,5,Clase Economy,true
130,3,6,Clase Economy,true
130,3,7,Clase Economy,true
130,3,8,Clase Economy,true
130,3,9,Clase Economy,true
130,3,10,Clase Economy,true
130,3,11,Clase Economy,true
130,3,12,Clase Economy,true
130,3,13,Clase Economy,true
130,3,14,Clase Economy,true
130,3,15,Clase Economy,true
130,3,16,Clase Economy,true
130,3,17,Clase Economy,true
130,3,18,Clase Economy,true
130,3,19,Clase Economy,true
130,3,20,Clase Economy,true
130,3,21,Clase Economy,true
130,3,22,Clase Economy,true
130,3,23,Clase Economy,true
130,3,24,Clase Economy,true
130,3,25,Clase Economy,true
130,3,26,Clase Economy,true
130,3,27,Clase Economy,true
130,3,28,Clase Economy,true
130,3,29,Clase Economy,true
130,3,30,Clase Economy,true
130,4,1,Clase Economy,true
130,4,2,Clase Economy,true
130,4,3,Clase Economy,true
130,4,4,Clase Economy,true
130,4,5,Clase Economy,true
130,4,6,Clase Economy,true
130,4,7,Clase Economy,true
130,4,8,Clase Economy,true
130,4,9,Clase Economy,true
130,4,10,Clase Economy,true
130,4,11,Clase Economy,true
130,4,12,Clase Economy,true
130,4,13,Clase Economy,true
130,4,14,Clase Economy,true
130,4,15,Clase Economy,true
130,4,16,Clase Economy,true
130,4,17,Clase Economy,true
130,4,18,Clase Economy,true
130,4,19,Clase Economy,true
130,4,20,Clase Economy,true
130,4,21,Clase Economy,true
130,4,22,Clase Economy,true
130,4,23,Clase Economy,true
130,4,24,Clase Economy,true
130,4,25,Clase Economy,true
130,4,26,Clase Economy,true
130,4,27,Clase Economy,true
130,4,28,Clase Economy,true
130,4,29,Clase Economy,true
130,4,30,Clase Economy,true
130,5,1,Clase Basica,true
130,5,2,Clase Basica,true
130,5,3,Clase Basica,true
130,5,4,Clase Basica,true
130,5,5,Clase Basica,true
130,5,6,Clase Basica,true
130,5,7,Clase Basica,true
130,5,8,Clase Basica,true
130,5,9,Clase Basica,true
130,5,10,Clase Basica,true
130,5,11,Clase Basica,true
130,5,12,Clase Basica,true
130,5,13,Clase Basica,true
130,5,14,Clase Basica,true
130,5,15,Clase Basica,true
130,5,16,Clase Basica,true
130,5,17,Clase Basica,true
130,5,18,Clase Basica,true
130,5,19,Clase Basica,true
130,5,20,Clase Basica,true
130,5,21,Clase Basica,true
130,5,22,Clase Basica,true
130,5,23,Clase Basica,true
130,5,24,Clase Basica,true
130,5,25,Clase Basica,true
130,5,26,Clase Basica,true
130,5,27,Clase Basica,true
130,5,28,Clase Basica,true
130,5,29,Clase Basica,true
130,5,30,Clase Basica,true
130,6,1,Clase Basica,true
130,6,2,Clase Basica,true
130,6,3,Clase Basica,true
130,6,4,Clase Basica,true
130,6,5,Clase Basica,true
130,6,6,Clase Basica,true
130,6,7,Clase Basica,true
130,6,8,Clase Basica,true
130,6,9,Clase Basica,true
130,6,10,Clase Basica,true
130,6,11,Clase Basica,true
130,6,12,Clase Basica,true
130,6,13,Clase Basica,true
130,6,14,Clase Basica,true
130,6,15,Clase Basica,true
130,6,16,Clase Basica,true
130,6,17,Clase Basica,true
130,6,18,Clase Basica,true
130,6,19,Clase Basica,true
130,6,20,Clase Basica,true
130,6,21,Clase Basica,true
130,6,22,Clase Basica,true
130,6,23,Clase Basica,true
130,6,24,Clase Basica,true
130,6,25,Clase Basica,true
130,6,26,Clase Basica,true
130,6,27,Clase Basica,true
130,6,28,Clase Basica,true
130,6,29,Clase Basica,true
130,6,30,Clase Basica,true
136,1,1,Clase Basica,true
136,1,2,Clase Basica,true
136,1,3,Clase Basica,true
136,1,4,Clase Basica,true
136,1,5,Clase Basica,true
136,1,6,Clase Basica,true
136,1,7,Clase Basica,true
136,1,8,Clase Basica,true
136,1,9,Clase Basica,true
136,1,10,Clase Basica,true
136,1,11,Clase Basica,true
136,1,12,Clase Basica,true
136,1,13,Clase Basica,true
136,1,14,Clase Basica,true
136,1,15,Clase Basica,true
136,1,16,Clase Basica,true
136,1,17,Clase Basica,true
136,1,18,Clase Basica,true
136,1,19,Clase Basica,true
136,1,20,Clase Basica,true
136,1,21,Clase Basica,true
136,1,22,Clase Basica,true
136,1,23,Clase Basica,true
136,1,24,Clase Basica,true
136,1,25,Clase Basica,true
136,1,26,Clase Basica,true
136,1,27,Clase Basica,true
136,1,28,Clase Basica,true
136,1,29,Clase Basica,true
136,1,30,Clase Basica,true
136,2,1,Clase Business,true
136,2,2,Clase Business,true
136,2,3,Clase Business,true
136,2,4,Clase Business,true
136,2,5,Clase Business,true
136,2,6,Clase Business,true
136,2,7,Clase Business,true
136,2,8,Clase Business,true
136,2,9,Clase Business,true
136,2,10,Clase Business,true
136,2,11,Clase Business,true
136,2,12,Clase Business,true
136,2,13,Clase Business,true
136,2,14,Clase Business,true
136,2,15,Clase Business,true
136,2,16,Clase Business,true
136,2,17,Clase Business,true
136,2,18,Clase Business,true
136,2,19,Clase Business,true
136,2,20,Clase Business,true
136,2,21,Clase Business,true
136,2,22,Clase Business,true
136,2,23,Clase Business,true
136,2,24,Clase Business,true
136,2,25,Clase Business,true
136,2,26,Clase Business,true
136,2,27,Clase Business,true
136,2,28,Clase Business,true
136,2,29,Clase Business,true
136,2,30,Clase Business,true
136,3,1,Clase Economy,true
136,3,2,Clase Economy,true
136,3,3,Clase Economy,true
136,3,4,Clase Economy,true
136,3,5,Clase Economy,true
136,3,6,Clase Economy,true
136,3,7,Clase Economy,true
136,3,8,Clase Economy,true
136,3,9,Clase Economy,true
136,3,10,Clase Economy,true
136,3,11,Clase Economy,true
136,3,12,Clase Economy,true
136,3,13,Clase Economy,true
136,3,14,Clase Economy,true
136,3,15,Clase Economy,true
136,3,16,Clase Economy,true
136,3,17,Clase Economy,true
136,3,18,Clase Economy,true
136,3,19,Clase Economy,true
136,3,20,Clase Economy,true
136,3,21,Clase Economy,true
136,3,22,Clase Economy,true
136,3,23,Clase Economy,true
136,3,24,Clase Economy,true
136,3,25,Clase Economy,true
136,3,26,Clase Economy,true
136,3,27,Clase Economy,true
136,3,28,Clase Economy,true
136,3,29,Clase Economy,true
136,3,30,Clase Economy,true
136,4,1,Clase Economy,true
136,4,2,Clase Economy,true
136,4,3,Clase Economy,true
136,4,4,Clase Economy,true
136,4,5,Clase Economy,true
136,4,6,Clase Economy,true
136,4,7,Clase Economy,true
136,4,8,Clase Economy,true
136,4,9,Clase Economy,true
136,4,10,Clase Economy,true
136,4,11,Clase Economy,true
136,4,12,Clase Economy,true
136,4,13,Clase Economy,true
136,4,14,Clase Economy,true
136,4,15,Clase Economy,true
136,4,16,Clase Economy,true
136,4,17,Clase Economy,true
136,4,18,Clase Economy,true
136,4,19,Clase Economy,true
136,4,20,Clase Economy,true
136,4,21,Clase Economy,true
136,4,22,Clase Economy,true
136,4,23,Clase Economy,true
136,4,24,Clase Economy,true
136,4,25,Clase Economy,true
136,4,26,Clase Economy,true
136,4,27,Clase Economy,true
136,4,28,Clase Economy,true
136,4,29,Clase Economy,true
136,4,30,Clase Economy,true
136,5,1,Clase Basica,true
136,5,2,Clase Basica,true
136,5,3,Clase Basica,true
136,5,4,Clase Basica,true
136,5,5,Clase Basica,true
136,5,6,Clase Basica,true
136,5,7,Clase Basica,true
136,5,8,Clase Basica,true
136,5,9,Clase Basica,true
136,5,10,Clase Basica,true
136,5,11,Clase Basica,true
136,5,12,Clase Basica,true
136,5,13,Clase Basica,true
136,5,14,Clase Basica,true
136,5,15,Clase Basica,true
136,5,16,Clase Basica,true
136,5,17,Clase Basica,true
136,5,18,Clase Basica,true
136,5,19,Clase Basica,true
136,5,20,Clase Basica,true
136,5,21,Clase Basica,true
136,5,22,Clase Basica,true
136,5,23,Clase Basica,true
136,5,24,Clase Basica,true
136,5,25,Clase Basica,true
136,5,26,Clase Basica,true
136,5,27,Clase Basica,true
136,5,28,Clase Basica,true
136,5,29,Clase Basica,true
136,5,30,Clase Basica,true
136,6,1,Clase Basica,true
136,6,2,Clase Basica,true
136,6,3,Clase Basica,true
136,6,4,Clase Basica,true
136,6,5,Clase Basica,true
136,6,6,Clase Basica,true
136,6,7,Clase Basica,true
136,6,8,Clase Basica,true
136,6,9,Clase Basica,true
136,6,10,Clase Basica,true
136,6,11,Clase Basica,true
136,6,12,Clase Basica,true
136,6,13,Clase Basica,true
136,6,14,Clase Basica,true
136,6,15,Clase Basica,true
136,6,16,Clase Basica,true
136,6,17,Clase Basica,true
136,6,18,Clase Basica,true
136,6,19,Clase Basica,true
136,6,20,Clase Basica,true
136,6,21,Clase Basica,true
136,6,22,Clase Basica,true
136,6,23,Clase Basica,true
136,6,24,Clase Basica,true
136,6,25,Clase Basica,true
136,6,26,Clase Basica,true
136,6,27,Clase Basica,true
136,6,28,Clase Basica,true
136,6,29,Clase Basica,true
136,6,30,Clase Basica,true
138,1,1,Clase Basica,true
138,1,2,Clase Basica,true
138,1,3,Clase Basica,true
138,1,4,Clase Basica,true
138,1,5,Clase Basica,true
138,1,6,Clase Basica,true
138,1,7,Clase Basica,true
138,1,8,Clase Basica,true
138,1,9,Clase Basica,true
138,1,10,Clase Basica,true
138,1,11,Clase Basica,true
138,1,12,Clase Basica,true
138,1,13,Clase Basica,true
138,1,14,Clase Basica,true
138,1,15,Clase Basica,true
138,1,16,Clase Basica,true
138,1,17,Clase Basica,true
138,1,18,Clase Basica,true
138,1,19,Clase Basica,true
138,1,20,Clase Basica,true
138,1,21,Clase Basica,true
138,1,22,Clase Basica,true
138,1,23,Clase Basica,true
138,1,24,Clase Basica,true
138,1,25,Clase Basica,true
138,1,26,Clase Basica,true
138,1,27,Clase Basica,true
138,1,28,Clase Basica,true
138,1,29,Clase Basica,true
138,1,30,Clase Basica,true
138,2,1,Clase Business,true
138,2,2,Clase Business,true
138,2,3,Clase Business,true
138,2,4,Clase Business,true
138,2,5,Clase Business,true
138,2,6,Clase Business,true
138,2,7,Clase Business,true
138,2,8,Clase Business,true
138,2,9,Clase Business,true
138,2,10,Clase Business,true
138,2,11,Clase Business,true
138,2,12,Clase Business,true
138,2,13,Clase Business,true
138,2,14,Clase Business,true
138,2,15,Clase Business,true
138,2,16,Clase Business,true
138,2,17,Clase Business,true
138,2,18,Clase Business,true
138,2,19,Clase Business,true
138,2,20,Clase Business,true
138,2,21,Clase Business,true
138,2,22,Clase Business,true
138,2,23,Clase Business,true
138,2,24,Clase Business,true
138,2,25,Clase Business,true
138,2,26,Clase Business,true
138,2,27,Clase Business,true
138,2,28,Clase Business,true
138,2,29,Clase Business,true
138,2,30,Clase Business,true
138,3,1,Clase Economy,true
138,3,2,Clase Economy,true
138,3,3,Clase Economy,true
138,3,4,Clase Economy,true
138,3,5,Clase Economy,true
138,3,6,Clase Economy,true
138,3,7,Clase Economy,true
138,3,8,Clase Economy,true
138,3,9,Clase Economy,true
138,3,10,Clase Economy,true
138,3,11,Clase Economy,true
138,3,12,Clase Economy,true
138,3,13,Clase Economy,true
138,3,14,Clase Economy,true
138,3,15,Clase Economy,true
138,3,16,Clase Economy,true
138,3,17,Clase Economy,true
138,3,18,Clase Economy,true
138,3,19,Clase Economy,true
138,3,20,Clase Economy,true
138,3,21,Clase Economy,true
138,3,22,Clase Economy,true
138,3,23,Clase Economy,true
138,3,24,Clase Economy,true
138,3,25,Clase Economy,true
138,3,26,Clase Economy,true
138,3,27,Clase Economy,true
138,3,28,Clase Economy,true
138,3,29,Clase Economy,true
138,3,30,Clase Economy,true
138,4,1,Clase Economy,true
138,4,2,Clase Economy,true
138,4,3,Clase Economy,true
138,4,4,Clase Economy,true
138,4,5,Clase Economy,true
138,4,6,Clase Economy,true
138,4,7,Clase Economy,true
138,4,8,Clase Economy,true
138,4,9,Clase Economy,true
138,4,10,Clase Economy,true
138,4,11,Clase Economy,true
138,4,12,Clase Economy,true
138,4,13,Clase Economy,true
138,4,14,Clase Economy,true
138,4,15,Clase Economy,true
138,4,16,Clase Economy,true
138,4,17,Clase Economy,true
138,4,18,Clase Economy,true
138,4,19,Clase Economy,true
138,4,20,Clase Economy,true
138,4,21,Clase Economy,true
138,4,22,Clase Economy,true
138,4,23,Clase Economy,true
138,4,24,Clase Economy,true
138,4,25,Clase Economy,true
138,4,26,Clase Economy,true
138,4,27,Clase Economy,true
138,4,28,Clase Economy,true
138,4,29,Clase Economy,true
138,4,30,Clase Economy,true
138,5,1,Clase Basica,true
138,5,2,Clase Basica,true
138,5,3,Clase Basica,true
138,5,4,Clase Basica,true
138,5,5,Clase Basica,true
138,5,6,Clase Basica,true
138,5,7,Clase Basica,true
138,5,8,Clase Basica,true
138,5,9,Clase Basica,true
138,5,10,Clase Basica,true
138,5,11,Clase Basica,true
138,5,12,Clase Basica,true
138,5,13,Clase Basica,true
138,5,14,Clase Basica,true
138,5,15,Clase Basica,true
138,5,16,Clase Basica,true
138,5,17,Clase Basica,true
138,5,18,Clase Basica,true
138,5,19,Clase Basica,true
138,5,20,Clase Basica,true
138,5,21,Clase Basica,true
138,5,22,Clase Basica,true
138,5,23,Clase Basica,true
138,5,24,Clase Basica,true
138,5,25,Clase Basica,true
138,5,26,Clase Basica,true
138,5,27,Clase Basica,true
138,5,28,Clase Basica,true
138,5,29,Clase Basica,true
138,5,30,Clase Basica,true
138,6,1,Clase Basica,true
138,6,2,Clase Basica,true
138,6,3,Clase Basica,true
138,6,4,Clase Basica,true
138,6,5,Clase Basica,true
138,6,6,Clase Basica,true
138,6,7,Clase Basica,true
138,6,8,Clase Basica,true
138,6,9,Clase Basica,true
138,6,10,Clase Basica,true
138,6,11,Clase Basica,true
138,6,12,Clase Basica,true
138,6,13,Clase Basica,true
138,6,14,Clase Basica,true
138,6,15,Clase Basica,true
138,6,16,Clase Basica,true
138,6,17,Clase Basica,true
138,6,18,Clase Basica,true
138,6,19,Clase Basica,true
138,6,20,Clase Basica,true
138,6,21,Clase Basica,true
138,6,22,Clase Basica,true
138,6,23,Clase Basica,true
138,6,24,Clase Basica,true
138,6,25,Clase Basica,true
138,6,26,Clase Basica,true
138,6,27,Clase Basica,true
138,6,28,Clase Basica,true
138,6,29,Clase Basica,true
138,6,30,Clase Basica,true
148,1,1,Clase Basica,true
148,1,2,Clase Basica,true
148,1,3,Clase Basica,true
148,1,4,Clase Basica,true
148,1,5,Clase Basica,true
148,1,6,Clase Basica,true
148,1,7,Clase Basica,true
148,1,8,Clase Basica,true
148,1,9,Clase Basica,true
148,1,10,Clase Basica,true
148,1,11,Clase Basica,true
148,1,12,Clase Basica,true
148,1,13,Clase Basica,true
148,1,14,Clase Basica,true
148,1,15,Clase Basica,true
148,1,16,Clase Basica,true
148,1,17,Clase Basica,true
148,1,18,Clase Basica,true
148,1,19,Clase Basica,true
148,1,20,Clase Basica,true
148,1,21,Clase Basica,true
148,1,22,Clase Basica,true
148,1,23,Clase Basica,true
148,1,24,Clase Basica,true
148,1,25,Clase Basica,true
148,1,26,Clase Basica,true
148,1,27,Clase Basica,true
148,1,28,Clase Basica,true
148,1,29,Clase Basica,true
148,1,30,Clase Basica,true
148,2,1,Clase Business,true
148,2,2,Clase Business,true
148,2,3,Clase Business,true
148,2,4,Clase Business,true
148,2,5,Clase Business,true
148,2,6,Clase Business,true
148,2,7,Clase Business,true
148,2,8,Clase Business,true
148,2,9,Clase Business,true
148,2,10,Clase Business,true
