ticket_id,flight_id,plane_id,row_seat,col_seat,ticket_price_id,status
295,2,17,4,25,111,SOLD OUT
296,2,17,4,26,111,SOLD OUT
297,2,17,4,27,111,SOLD OUT
298,2,17,4,28,111,SOLD OUT
299,2,17,4,29,111,SOLD OUT
300,2,17,4,30,107,SOLD OUT
301,2,17,5,1,112,SOLD OUT
302,2,17,5,2,112,SOLD OUT
303,2,17,5,3,108,SOLD OUT
304,2,17,5,4,112,SOLD OUT
305,2,17,5,5,112,SOLD OUT
306,2,17,5,6,112,SOLD OUT
307,2,17,5,7,112,SOLD OUT
308,2,17,5,8,108,SOLD OUT
309,2,17,5,9,112,SOLD OUT
310,2,17,5,10,112,SOLD OUT
311,2,17,5,11,112,SOLD OUT
312,2,17,5,12,112,SOLD OUT
313,2,17,5,13,112,SOLD OUT
314,2,17,5,14,112,SOLD OUT
315,2,17,5,15,112,SOLD OUT
316,2,17,5,16,112,SOLD OUT
317,2,17,5,17,108,SOLD OUT
318,2,17,5,18,112,SOLD OUT
319,2,17,5,19,108,SOLD OUT
320,2,17,5,20,108,SOLD OUT
321,2,17,5,21,112,SOLD OUT
322,2,17,5,22,112,SOLD OUT
323,2,17,5,23,108,SOLD OUT
324,2,17,5,24,112,SOLD OUT
325,2,17,5,25,112,SOLD OUT
326,2,17,5,26,112,SOLD OUT
327,2,17,5,27,112,SOLD OUT
328,2,17,5,28,112,SOLD OUT
329,2,17,5,29,108,SOLD OUT
330,2,17,5,30,108,SOLD OUT
331,2,17,6,1,112,SOLD OUT
332,2,17,6,2,112,SOLD OUT
333,2,17,6,3,112,SOLD OUT
334,2,17,6,4,108,SOLD OUT
335,2,17,6,5,108,SOLD OUT
336,2,17,6,6,108,SOLD OUT
337,2,17,6,7,112,SOLD OUT
338,2,17,6,8,108,SOLD OUT
339,2,17,6,9,112,SOLD OUT
340,2,17,6,10,112,SOLD OUT
341,2,17,6,11,112,SOLD OUT
342,2,17,6,12,112,SOLD OUT
343,2,17,6,13,108,SOLD OUT
344,2,17,6,14,112,SOLD OUT
345,2,17,6,15,112,SOLD OUT
346,2,17,6,16,112,SOLD OUT
347,2,17,6,17,108,SOLD OUT
348,2,17,6,18,112,SOLD OUT
349,2,17,6,19,108,SOLD OUT
350,2,17,6,20,108,SOLD OUT
351,2,17,6,21,108,SOLD OUT
352,2,17,6,22,108,SOLD OUT
353,2,17,6,23,108,SOLD OUT
354,2,17,6,24,112,SOLD OUT
355,2,17,6,25,112,SOLD OUT
356,2,17,6,26,112,SOLD OUT
357,2,17,6,27,112,SOLD OUT
358,2,17,6,28,112,SOLD OUT
359,2,17,6,29,112,SOLD OUT
360,2,17,6,30,112,SOLD OUT
361,3,138,1,1,941,SOLD OUT
362,3,138,1,2,941,SOLD OUT
363,3,138,1,3,941,SOLD OUT
364,3,138,1,4,937,SOLD OUT
365,3,138,1,5,941,SOLD OUT
366,3,138,1,6,937,SOLD OUT
367,3,138,1,7,941,SOLD OUT
368,3,138,1,8,941,SOLD OUT
369,3,138,1,9,937,SOLD OUT
370,3,138,1,10,941,SOLD OUT
371,3,138,1,11,941,SOLD OUT
372,3,138,1,12,941,SOLD OUT
373,3,138,1,13,937,SOLD OUT
374,3,138,1,14,937,SOLD OUT
375,3,138,1,15,941,SOLD OUT
376,3,138,1,16,937,SOLD OUT
377,3,138,1,17,941,SOLD OUT
378,3,138,1,18,941,SOLD OUT
379,3,138,1,19,937,SOLD OUT
380,3,138,1,20,937,SOLD OUT
381,3,138,1,21,941,SOLD OUT
382,3,138,1,22,941,SOLD OUT
383,3,138,1,23,941,SOLD OUT
384,3,138,1,24,941,SOLD OUT
385,3,138,1,25,941,SOLD OUT
386,3,138,1,26,941,SOLD OUT
387,3,138,1,27,941,SOLD OUT
388,3,138,1,28,937,SOLD OUT
389,3,138,1,29,941,SOLD OUT
390,3,138,1,30,941,SOLD OUT
391,3,138,2,1,942,SOLD OUT
392,3,138,2,2,942,SOLD OUT
393,3,138,2,3,938,SOLD OUT
394,3,138,2,4,942,SOLD OUT
395,3,138,2,5,938,SOLD OUT
396,3,138,2,6,942,SOLD OUT
397,3,138,2,7,942,SOLD OUT
398,3,138,2,8,938,SOLD OUT
399,3,138,2,9,938,SOLD OUT
400,3,138,2,10,938,SOLD OUT
401,3,138,2,11,942,SOLD OUT
402,3,138,2,12,938,SOLD OUT
403,3,138,2,13,942,SOLD OUT
404,3,138,2,14,942,SOLD OUT
405,3,138,2,15,938,SOLD OUT
406,3,138,2,16,942,SOLD OUT
407,3,138,2,17,942,SOLD OUT
408,3,138,2,18,942,SOLD OUT
409,3,138,2,19,942,SOLD OUT
410,3,138,2,20,938,SOLD OUT
411,3,138,2,21,942,SOLD OUT
412,3,138,2,22,942,SOLD OUT
413,3,138,2,23,942,SOLD OUT
414,3,138,2,24,942,SOLD OUT
415,3,138,2,25,942,SOLD OUT
416,3,138,2,26,942,SOLD OUT
417,3,138,2,27,942,SOLD OUT
418,3,138,2,28,942,SOLD OUT
419,3,138,2,29,942,SOLD OUT
420,3,138,2,30,938,SOLD OUT
421,3,138,3,1,943,SOLD OUT
422,3,138,3,2,943,SOLD OUT
423,3,138,3,3,943,SOLD OUT
424,3,138,3,4,939,SOLD OUT
425,3,138,3,5,943,SOLD OUT
426,3,138,3,6,939,SOLD OUT
427,3,138,3,7,943,SOLD OUT
428,3,138,3,8,943,SOLD OUT
429,3,138,3,9,939,SOLD OUT
430,3,138,3,10,939,SOLD OUT
431,3,138,3,11,943,SOLD OUT
432,3,138,3,12,943,SOLD OUT
433,3,138,3,13,943,SOLD OUT
434,3,138,3,14,943,SOLD OUT
435,3,138,3,15,943,SOLD OUT
436,3,138,3,16,943,SOLD OUT
437,3,138,3,17,943,SOLD OUT
438,3,138,3,18,943,SOLD OUT
439,3,138,3,19,943,SOLD OUT
440,3,138,3,20,943,SOLD OUT
441,3,138,3,21,943,SOLD OUT
442,3,138,3,22,939,SOLD OUT
443,3,138,3,23,943,SOLD OUT
444,3,138,3,24,943,SOLD OUT
445,3,138,3,25,943,SOLD OUT
446,3,138,3,26,943,SOLD OUT
447,3,138,3,27,943,SOLD OUT
448,3,138,3,28,939,SOLD OUT
449,3,138,3,29,943,SOLD OUT
450,3,138,3,30,943,SOLD OUT
451,3,138,4,1,943,SOLD OUT
452,3,138,4,2,943,SOLD OUT
453,3,138,4,3,943,SOLD OUT
454,3,138,4,4,943,SOLD OUT
455,3,138,4,5,939,SOLD OUT
456,3,138,4,6,943,SOLD OUT
457,3,138,4,7,939,SOLD OUT
458,3,138,4,8,939,SOLD OUT
459,3,138,4,9,943,SOLD OUT
460,3,138,4,10,943,SOLD OUT
461,3,138,4,11,943,SOLD OUT
462,3,138,4,12,939,SOLD OUT
463,3,138,4,13,943,SOLD OUT
464,3,138,4,14,943,SOLD OUT
465,3,138,4,15,939,SOLD OUT
466,3,138,4,16,943,SOLD OUT
467,3,138,4,17,943,SOLD OUT
468,3,138,4,18,943,SOLD OUT
469,3,138,4,19,943,SOLD OUT
470,3,138,4,20,943,SOLD OUT
471,3,138,4,21,943,SOLD OUT
472,3,138,4,22,943,SOLD OUT
473,3,138,4,23,943,SOLD OUT
474,3,138,4,24,939,SOLD OUT
475,3,138,4,25,943,SOLD OUT
476,3,138,4,26,943,SOLD OUT
477,3,138,4,27,943,SOLD OUT
478,3,138,4,28,943,SOLD OUT
479,3,138,4,29,943,SOLD OUT
480,3,138,4,30,943,SOLD OUT
481,3,138,5,1,944,SOLD OUT
482,3,138,5,2,944,SOLD OUT
483,3,138,5,3,944,SOLD OUT
484,3,138,5,4,944,SOLD OUT
485,3,138,5,5,944,SOLD OUT
486,3,138,5,6,940,SOLD OUT
487,3,138,5,7,944,SOLD OUT
488,3,138,5,8,944,SOLD OUT
489,3,138,5,9,944,SOLD OUT
490,3,138,5,10,944,SOLD OUT
491,3,138,5,11,944,SOLD OUT
492,3,138,5,12,944,SOLD OUT
493,3,138,5,13,944,SOLD OUT
494,3,138,5,14,944,SOLD OUT
495,3,138,5,15,940,SOLD OUT
496,3,138,5,16,944,SOLD OUT
497,3,138,5,17,944,SOLD OUT
498,3,138,5,18,944,SOLD OUT
499,3,138,5,19,944,SOLD OUT
500,3,138,5,20,940,SOLD OUT
501,3,138,5,21,944,SOLD OUT
502,3,138,5,22,944,SOLD OUT
503,3,138,5,23,944,SOLD OUT
504,3,138,5,24,940,SOLD OUT
505,3,138,5,25,940,SOLD OUT
506,3,138,5,26,944,SOLD OUT
507,3,138,5,27,944,SOLD OUT
508,3,138,5,28,944,SOLD OUT
509,3,138,5,29,940,SOLD OUT
510,3,138,5,30,944,SOLD OUT
511,3,138,6,1,944,SOLD OUT
512,3,138,6,2,944,SOLD OUT
513,3,138,6,3,940,SOLD OUT
514,3,138,6,4,944,SOLD OUT
515,3,138,6,5,944,SOLD OUT
516,3,138,6,6,944,SOLD OUT
517,3,138,6,7,940,SOLD OUT
518,3,138,6,8,944,SOLD OUT
519,3,138,6,9,944,SOLD OUT
520,3,138,6,10,944,SOLD OUT
521,3,138,6,11,944,SOLD OUT
522,3,138,6,12,944,SOLD OUT
523,3,138,6,13,940,SOLD OUT
524,3,138,6,14,944,SOLD OUT
525,3,138,6,15,944,SOLD OUT
526,3,138,6,16,944,SOLD OUT
527,3,138,6,17,944,SOLD OUT
528,3,138,6,18,940,SOLD OUT
529,3,138,6,19,940,SOLD OUT
530,3,138,6,20,940,SOLD OUT
531,3,138,6,21,940,SOLD OUT
532,3,138,6,22,944,SOLD OUT
533,3,138,6,23,944,SOLD OUT
534,3,138,6,24,940,SOLD OUT
535,3,138,6,25,940,SOLD OUT
536,3,138,6,26,944,SOLD OUT
537,3,138,6,27,944,SOLD OUT
538,3,138,6,28,944,SOLD OUT
539,3,138,6,29,944,SOLD OUT
540,3,138,6,30,944,SOLD OUT
541,4,69,1,1,293,SOLD OUT
542,4,69,1,2,293,SOLD OUT
543,4,69,1,3,293,SOLD OUT
544,4,69,1,4,289,SOLD OUT
545,4,69,1,5,293,SOLD OUT
546,4,69,1,6,289,SOLD OUT
547,4,69,1,7,289,SOLD OUT
548,4,69,1,8,293,SOLD OUT
549,4,69,1,9,293,SOLD OUT
550,4,69,1,10,293,SOLD OUT
551,4,69,1,11,293,SOLD OUT
552,4,69,1,12,289,SOLD OUT
553,4,69,1,13,289,SOLD OUT
554,4,69,1,14,289,SOLD OUT
555,4,69,1,15,293,SOLD OUT
556,4,69,1,16,293,SOLD OUT
557,4,69,1,17,289,SOLD OUT
558,4,69,1,18,293,SOLD OUT
559,4,69,1,19,289,SOLD OUT
560,4,69,1,20,289,SOLD OUT
561,4,69,1,21,289,SOLD OUT
562,4,69,1,22,289,SOLD OUT
563,4,69,1,23,293,SOLD OUT
564,4,69,1,24,293,SOLD OUT
565,4,69,1,25,293,SOLD OUT
566,4,69,1,26,293,SOLD OUT
567,4,69,1,27,293,SOLD OUT
568,4,69,1,28,293,SOLD OUT
569,4,69,1,29,293,SOLD OUT
570,4,69,1,30,293,SOLD OUT
571,4,69,2,1,294,SOLD OUT
572,4,69,2,2,294,SOLD OUT
573,4,69,2,3,294,SOLD OUT
574,4,69,2,4,290,SOLD OUT
575,4,69,2,5,290,SOLD OUT
576,4,69,2,6,290,SOLD OUT
577,4,69,2,7,294,SOLD OUT
578,4,69,2,8,290,SOLD OUT
579,4,69,2,9,294,SOLD OUT
580,4,69,2,10,294,SOLD OUT
581,4,69,2,11,290,SOLD OUT
582,4,69,2,12,294,SOLD OUT
583,4,69,2,13,294,SOLD OUT
584,4,69,2,14,294,SOLD OUT
585,4,69,2,15,294,SOLD OUT
586,4,69,2,16,294,SOLD OUT
587,4,69,2,17,290,SOLD OUT
588,4,69,2,18,290,SOLD OUT
589,4,69,2,19,294,SOLD OUT
590,4,69,2,20,294,SOLD OUT
591,4,69,2,21,290,SOLD OUT
592,4,69,2,22,294,SOLD OUT
593,4,69,2,23,294,SOLD OUT
594,4,69,2,24,294,SOLD OUT
595,4,69,2,25,294,SOLD OUT
596,4,69,2,26,294,SOLD OUT
597,4,69,2,27,290,SOLD OUT
598,4,69,2,28,294,SOLD OUT
599,4,69,2,29,294,SOLD OUT
600,4,69,2,30,294,SOLD OUT
601,4,69,3,1,295,SOLD OUT
602,4,69,3,2,295,SOLD OUT
603,4,69,3,3,291,SOLD OUT
604,4,69,3,4,295,SOLD OUT
605,4,69,3,5,291,SOLD OUT
606,4,69,3,6,295,SOLD OUT
607,4,69,3,7,295,SOLD OUT
608,4,69,3,8,295,SOLD OUT
609,4,69,3,9,295,SOLD OUT
610,4,69,3,10,295,SOLD OUT
611,4,69,3,11,291,SOLD OUT
612,4,69,3,12,295,SOLD OUT
613,4,69,3,13,291,SOLD OUT
614,4,69,3,14,295,SOLD OUT
615,4,69,3,15,291,SOLD OUT
616,4,69,3,16,295,SOLD OUT
617,4,69,3,17,291,SOLD OUT
618,4,69,3,18,295,SOLD OUT
619,4,69,3,19,295,SOLD OUT
620,4,69,3,20,295,SOLD OUT
621,4,69,3,21,295,SOLD OUT
622,4,69,3,22,295,SOLD OUT
623,4,69,3,23,295,SOLD OUT
624,4,69,3,24,295,SOLD OUT
625,4,69,3,25,295,SOLD OUT
626,4,69,3,26,295,SOLD OUT
627,4,69,3,27,295,SOLD OUT
628,4,69,3,28,291,SOLD OUT
629,4,69,3,29,295,SOLD OUT
630,4,69,3,30,295,SOLD OUT
631,4,69,4,1,295,SOLD OUT
632,4,69,4,2,291,SOLD OUT
633,4,69,4,3,295,SOLD OUT
634,4,69,4,4,295,SOLD OUT
635,4,69,4,5,295,SOLD OUT
636,4,69,4,6,291,SOLD OUT
637,4,69,4,7,295,SOLD OUT
638,4,69,4,8,295,SOLD OUT
639,4,69,4,9,295,SOLD OUT
640,4,69,4,10,295,SOLD OUT
641,4,69,4,11,295,SOLD OUT
642,4,69,4,12,295,SOLD OUT
643,4,69,4,13,295,SOLD OUT
644,4,69,4,14,295,SOLD OUT
645,4,69,4,15,295,SOLD OUT
646,4,69,4,16,295,SOLD OUT
647,4,69,4,17,295,SOLD OUT
648,4,69,4,18,295,SOLD OUT
649,4,69,4,19,295,SOLD OUT
650,4,69,4,20,295,SOLD OUT
651,4,69,4,21,295,SOLD OUT
652,4,69,4,22,295,SOLD OUT
653,4,69,4,23,295,SOLD OUT
654,4,69,4,24,291,SOLD OUT
655,4,69,4,25,295,SOLD OUT
656,4,69,4,26,295,SOLD OUT
657,4,69,4,27,295,SOLD OUT
658,4,69,4,28,295,SOLD OUT
659,4,69,4,29,291,SOLD OUT
660,4,69,4,30,291,SOLD OUT
661,4,69,5,1,296,SOLD OUT
662,4,69,5,2,292,SOLD OUT
663,4,69,5,3,296,SOLD OUT
664,4,69,5,4,296,SOLD OUT
665,4,69,5,5,296,SOLD OUT
666,4,69,5,6,292,SOLD OUT
667,4,69,5,7,296,SOLD OUT
668,4,69,5,8,296,SOLD OUT
669,4,69,5,9,296,SOLD OUT
670,4,69,5,10,296,SOLD OUT
671,4,69,5,11,292,SOLD OUT
672,4,69,5,12,296,SOLD OUT
673,4,69,5,13,296,SOLD OUT
674,4,69,5,14,296,SOLD OUT
675,4,69,5,15,296,SOLD OUT
676,4,69,5,16,296,SOLD OUT
677,4,69,5,17,292,SOLD OUT
678,4,69,5,18,296,SOLD OUT
679,4,69,5,19,296,SOLD OUT
680,4,69,5,20,296,SOLD OUT
681,4,69,5,21,296,SOLD OUT
682,4,69,5,22,296,SOLD OUT
683,4,69,5,23,296,SOLD OUT
684,4,69,5,24,296,SOLD OUT
685,4,69,5,25,296,SOLD OUT
686,4,69,5,26,292,SOLD OUT
687,4,69,5,27,292,SOLD OUT
688,4,69,5,28,296,SOLD OUT
689,4,69,5,29,296,SOLD OUT
690,4,69,5,30,296,SOLD OUT
691,4,69,6,1,296,SOLD OUT
692,4,69,6,2,292,SOLD OUT
693,4,69,6,3,296,SOLD OUT
694,4,69,6,4,292,SOLD OUT
695,4,69,6,5,296,SOLD OUT
696,4,69,6,6,296,SOLD OUT
