5,81.06,405.3
4,62.98,251.92
4,84.65,338.6
4,92.44,369.76
4,106.33,425.32
4,36.83,147.32
6,119.49,716.94
2,82.25,164.5
3,33.05,99.15
6,70.64,423.84
3,31.99,95.97
3,33.72,101.16
5,39.29,196.45
1,107.97,107.97
5,40.74,203.7
3,92.86,278.58
1,118.18,118.18
2,115.45,230.9
1,89.87,89.87
1,60.47,60.47
4,60.99,243.96
2,101.07,202.14
6,96.79,580.74
1,74.27,74.27
1,83.19,83.19
3,59.9,179.7
2,121.35,242.7
2,35.4,70.8
2,71.7,143.4
2,86.03,172.06
5,93.24,466.2
6,95.81,574.86
2,78.82,157.64
4,99.68,398.72
4,66.11,264.44
1,73.94,73.94
2,27.68,55.36
3,78.82,236.46
3,92.48,277.44
1,54.47,54.47
5,103.31,516.55
3,93.74,281.22
1,105.96,105.96
4,123.5,494.0
2,102.15,204.3
2,46.78,93.56
4,87.94,351.76
5,95.61,478.05
5,84.1,420.5
4,88.78,355.12
1,72.75,72.75
5,53.56,267.8
3,44.24,132.72
3,118.2,354.6
5,104.03,520.15
2,76.55,153.1
6,121.01,726.06
6,99.51,597.06
5,79.42,397.1
4,70.12,280.48
2,28.32,56.64
6,87.68,526.08
6,116.56,699.36
3,83.45,250.35
4,87.95,351.8
5,114.95,574.75
6,122.81,736.86
3,76.01,228.03
1,48.09,48.09
5,60.63,303.15
3,80.43,241.29
3,42.05,126.15
2,79.46,158.92
1,98.07,98.07
6,67.79,406.74
5,103.69,518.45
5,49.11,245.55
3,92.8,278.4
1,106.37,106.37
3,30.22,90.66
2,107.8,215.6
2,117.22,234.44
2,102.29,204.58
4,34.2,136.8
6,72.09,432.54
5,43.01,215.05
5,64.62,323.1
6,83.39,500.34
6,51.57,309.42
2,84.98,169.96
1,62.64,62.64
3,81.63,244.89
2,76.36,152.72
3,28.69,86.07
2,26.5,53.0
2,60.39,120.78
2,118.55,237.1
1,82.49,82.49
1,56.85,56.85
6,34.72,208.32
5,105.01,525.05
6,89.59,537.54
2,47.56,95.12
2,114.29,228.58
2,96.83,193.66
3,100.18,300.54
1,73.54,73.54
3,80.95,242.85
3,80.05,240.15
2,66.0,132.0
6,102.8,616.8
4,58.88,235.52
1,79.77,79.77
6,53.44,320.64
5,55.93,279.65
4,103.58,414.32
2,65.28,130.56
4,120.36,481.44
4,87.37,349.48
5,42.81,214.05
2,109.7,219.4
3,101.26,303.78
3,91.9,275.7
6,60.06,360.36
5,33.94,169.7
2,67.27,134.54
6,72.32,433.92
4,50.25,201.0
1,56.34,56.34
4,90.83,363.32
1,107.73,107.73
5,39.11,195.55
1,68.99,68.99
6,26.13,156.78
4,78.71,314.84
6,35.33,211.98
6,46.33,277.98
1,25.39,25.39
1,91.3,91.3
1,72.03,72.03
6,42.35,254.1
1,31.3,31.3
5,45.0,225.0
4,62.8,251.2
4,43.85,175.4
6,122.64,735.84
1,96.15,96.15
5,42.81,214.05
5,67.44,337.2
3,48.28,144.84
6,30.07,180.42
3,94.48,283.44
6,73.58,441.48
3,75.03,225.09
4,67.09,268.36
1,111.91,111.91
1,124.94,124.94
6,56.84,341.04
1,43.69,43.69
1,53.39,53.39
4,87.58,350.32
4,91.21,364.84
1,46.07,46.07
2,53.4,106.8
1,113.59,113.59
2,91.43,182.86
6,37.94,227.64
5,84.56,422.8
5,28.27,141.35
5,95.0,475.0
2,81.27,162.54
5,46.57,232.85
3,111.8,335.4
2,106.01,212.02
2,49.22,98.44
6,52.84,317.04
2,124.96,249.92
6,28.59,171.54
6,28.09,168.54
3,80.74,242.22
6,73.77,442.62
3,49.94,149.82
3,30.5,91.5
4,29.43,117.72
1,115.98,115.98
3,101.96,305.88
2,99.38,198.76
6,112.9,677.4
1,103.94,103.94
6,93.62,561.72
3,123.81,371.43
6,56.8,340.8
2,40.65,81.3
2,103.32,206.64
3,69.44,208.32
3,114.19,342.57
1,109.27,109.27
2,84.66,169.32
5,85.46,427.3
2,91.0,182.0
3,76.39,229.17
4,89.38,357.52
6,124.19,745.14
3,75.91,227.73
1,123.66,123.66
5,68.54,342.7
1,53.69,53.69
1,52.57,52.57
6,34.74,208.44
4,39.68,158.72
3,58.84,176.52
5,77.22,386.1
6,55.98,335.88
3,55.44,166.32
2,47.83,95.66
4,64.33,257.32
5,65.55,327.75
2,26.4,52.8
4,103.75,415.0
3,55.49,166.47
1,96.96,96.96
6,73.97,443.82
4,116.85,467.4
4,122.15,488.6
1,102.64,102.64
3,82.96,248.88
6,61.35,368.1
5,42.83,214.15
3,58.37,175.11
4,60.26,241.04
6,102.92,617.52
4,25.11,100.44
3,107.39,322.17
3,89.06,267.18
3,122.19,366.57
6,69.7,418.2
5,28.36,141.8
3,94.22,282.66
1,83.22,83.22
4,115.03,460.12
4,57.16,228.64
3,75.96,227.88
6,63.84,383.04
2,25.62,51.24
4,45.57,182.28
6,44.34,266.04
1,35.66,35.66
2,114.1,228.2
2,65.06,130.12
1,70.26,70.26
4,92.98,371.92
3,50.84,152.52
5,83.45,417.25
2,119.8,239.6
5,30.56,152.8
3,94.7,284.1
2,30.79,61.58
5,55.99,279.95
5,110.06,550.3
6,55.68,334.08
2,44.84,89.68
4,31.85,127.4
6,36.46,218.76
5,97.9,489.5
6,41.17,247.02
1,122.52,122.52
6,108.49,650.94
4,41.53,166.12
3,60.9,182.7
2,84.45,168.9
6,123.11,738.66
4,60.51,242.04
6,52.84,317.04
6,79.17,475.02
2,79.62,159.24
1,61.4,61.4
3,66.12,198.36
6,103.36,620.16
1,97.46,97.46
4,55.49,221.96
2,72.71,145.42
2,118.57,237.14
6,98.21,589.26
2,58.5,117.0
4,92.2,368.8
2,32.11,64.22
5,52.53,262.65
3,49.98,149.94
5,77.59,387.95
2,38.38,76.76
6,26.08,156.48
4,117.11,468.44
4,42.45,169.8
1,103.88,103.88
4,84.49,337.96
2,63.63,127.26
1,112.46,112.46
5,96.91,484.55
1,119.56,119.56
3,62.71,188.13
6,38.71,232.26
1,124.7,124.7
6,62.12,372.72
2,43.21,86.42
1,123.45,123.45
3,31.48,94.44
2,32.93,65.86
2,110.22,220.44
1,26.26,26.26
2,118.32,236.64
2,119.7,239.4
6,42.92,257.52
3,60.02,180.06
6,46.15,276.9
6,89.78,538.68
5,104.36,521.8
3,104.45,313.35
5,123.75,618.75
6,116.95,701.7
2,86.53,173.06
2,80.98,161.96
6,120.36,722.16
3,30.18,90.54
5,52.52,262.6
1,33.6,33.6
3,105.39,316.17
3,63.85,191.55
6,94.3,565.8
5,119.08,595.4
1,40.89,40.89
4,67.93,271.72
1,85.87,85.87
6,107.07,642.42
2,118.62,237.24
4,29.14,116.56
4,31.18,124.72
1,41.1,41.1
6,45.22,271.32
6,48.27,289.62
4,64.35,257.4
3,102.67,308.01
3,27.84,83.52
6,60.52,363.12
2,119.36,238.72
2,93.67,187.34
1,104.49,104.49
5,71.09,355.45
1,89.24,89.24
6,108.65,651.9
5,122.79,613.95
5,32.07,160.35
2,51.92,103.84
5,86.96,434.8
2,46.19,92.38
5,81.85,409.25
4,95.64,382.56
1,45.35,45.35
1,93.4,93.4
5,93.39,466.95
1,89.72,89.72
6,29.63,177.78
2,32.59,65.18
6,27.98,167.88
5,95.85,479.25
6,79.37,476.22
4,48.76,195.04
1,91.36,91.36
5,47.25,236.25
6,102.68,616.08
3,69.46,208.38
1,100.03,100.03
3,54.65,163.95
4,74.0,296.0
2,47.11,94.22
2,65.81,131.62
3,52.96,158.88
4,25.46,101.84
4,72.53,290.12
2,63.33,126.66
1,54.48,54.48
6,103.71,622.26
4,34.31,137.24
6,52.35,314.1
2,55.36,110.72
2,36.9,73.8
4,83.45,333.8
1,38.14,38.14
2,30.27,60.54
3,38.89,116.67
2,107.09,214.18
1,34.28,34.28
6,109.27,655.62
1,46.75,46.75
3,27.45,82.35
6,62.26,373.56
3,26.13,78.39
2,37.76,75.52
2,103.81,207.62
1,53.22,53.22
1,74.9,74.9
3,52.9,158.7
4,27.34,109.36
3,70.82,212.46
5,57.01,285.05
1,118.35,118.35
5,43.87,219.35
4,122.57,490.28
5,51.7,258.5
2,69.2,138.4
1,35.71,35.71
4,109.0,436.0
2,68.76,137.52
1,112.62,112.62
2,67.08,134.16
5,79.25,396.25
2,73.26,146.52
3,35.26,105.78
6,33.99,203.94
3,93.67,281.01
2,115.07,230.14
1,70.07,70.07
6,80.56,483.36
5,45.71,228.55
2,111.13,222.26
2,115.69,231.38
2,103.7,207.4
1,96.53,96.53
5,81.41,407.05
4,71.56,286.24
4,101.54,406.16
5,73.56,367.8
1,110.76,110.76
4,80.78,323.12
4,46.77,187.08
3,123.97,371.91
1,49.04,49.04
1,43.3,43.3
1,82.02,82.02
2,70.13,140.26
2,93.62,187.24
4,33.69,134.76
3,65.46,196.38
3,42.1,126.3
4,37.0,148.0
1,64.29,64.29
3,114.96,344.88
3,46.35,139.05
2,117.21,234.42
3,49.2,147.6
3,26.77,80.31
5,121.1,605.5
6,82.74,496.44
1,60.75,60.75
6,43.04,258.24
3,69.9,209.7
2,52.13,104.26
6,31.79,190.74
3,35.65,106.95
1,77.65,77.65
6,81.0,486.0
5,99.0,495.0
2,124.72,249.44
2,25.71,51.42
3,30.25,90.75
4,39.97,159.88
1,45.23,45.23
2,35.92,71.84
1,95.07,95.07
5,53.56,267.8
4,106.23,424.92
2,69.37,138.74
1,68.21,68.21
5,44.33,221.65
2,55.07,110.14
6,124.95,749.7
6,78.13,468.78
3,57.26,171.78
5,120.43,602.15
4,43.08,172.32
6,112.76,676.56
4,100.22,400.88
2,26.34,52.68
3,41.55,124.65
1,67.04,67.04
3,118.39,355.17
4,47.57,190.28
2,40.52,81.04
2,97.05,194.1
1,111.41,111.41
4,45.8,183.2
5,55.38,276.9
5,118.1,590.5
6,69.27,415.62
1,26.03,26.03
5,37.75,188.75
1,70.23,70.23
1,115.38,115.38
1,61.23,61.23
3,62.42,187.26
1,61.84,61.84
1,100.51,100.51
2,38.59,77.18
4,100.45,401.8
1,112.45,112.45
6,64.62,387.72
1,77.94,77.94
6,33.69,202.14
5,101.8,509.0
3,124.41,373.23
2,54.58,109.16
2,91.27,182.54
2,27.12,54.24
6,80.28,481.68
5,99.19,495.95
1,50.11,50.11
5,52.46,262.3
6,115.37,692.22
1,37.65,37.65
4,44.56,178.24
4,62.93,251.72
1,83.86,83.86
1,98.99,98.99
3,121.42,364.26
6,63.37,380.22
2,87.96,175.92
5,70.97,354.85
5,97.63,488.15
3,52.86,158.58
1,96.88,96.88
1,72.88,72.88
2,40.12,80.24
6,112.4,674.4
4,30.71,122.84
2,108.5,217.0
2,98.32,196.64
3,123.31,369.93
1,99.58,99.58
5,88.48,442.4
3,95.05,285.15
2,86.57,173.14
3,77.47,232.41
4,56.57,226.28
1,32.75,32.75
3,104.77,314.31
1,120.23,120.23
2,114.29,228.58
3,116.52,349.56
3,113.83,341.49
5,122.76,613.8
4,55.47,221.88
5,34.89,174.45
2,97.85,195.7
4,95.46,381.84
1,82.52,82.52
5,48.65,243.25
6,118.74,712.44
5,101.55,507.75
1,104.14,104.14
3,38.14,114.42
3,65.76,197.28
2,77.01,154.02
2,94.82,189.64
3,91.68,275.04
6,41.4,248.4
4,49.21,196.84
3,69.49,208.47
3,116.35,349.05
1,28.68,28.68
1,122.97,122.97
2,104.35,208.7
3,29.1,87.3
2,72.86,145.72
3,56.87,170.61
1,97.8,97.8
1,91.47,91.47
4,26.02,104.08
1,68.33,68.33
4,36.74,146.96
5,75.0,375.0
2,116.86,233.72
4,26.01,104.04
3,80.17,240.51
6,102.73,616.38
4,47.0,188.0
3,71.08,213.24
3,112.82,338.46
5,64.05,320.25
4,45.96,183.84
5,86.84,434.2
6,76.93,461.58
5,78.33,391.65
5,64.8,324.0
5,49.6,248.0
6,69.95,419.7
2,88.53,177.06
2,28.38,56.76
2,41.94,83.88
6,33.3,199.8
5,40.38,201.9
3,51.98,155.94
3,87.21,261.63
3,37.35,112.05
2,76.06,152.12
5,113.56,567.8
5,112.86,564.3
4,63.14,252.56
5,82.56,412.8
5,101.68,508.4
1,115.07,115.07
4,32.2,128.8
2,79.03,158.06
2,80.08,160.16
4,35.83,143.32
4,113.19,452.76
2,120.9,241.8
1,113.06,113.06
6,29.2,175.2
4,83.94,335.76
3,80.42,241.26
6,121.9,731.4
6,117.46,704.76
3,77.94,233.82
2,90.4,180.8
6,49.76,298.56
3,63.44,190.32
4,123.53,494.12
6,66.32,397.92
2,80.85,161.7
2,33.76,67.52
5,80.73,403.65
2,47.83,95.66
2,123.92,247.84
4,121.69,486.76
2,40.61,81.22
1,88.43,88.43
1,104.69,104.69
1,41.32,41.32
3,69.23,207.69
6,74.68,448.08
5,32.75,163.75
6,89.86,539.16
2,62.71,125.42
3,45.22,135.66
2,107.67,215.34
2,104.48,208.96
4,52.24,208.96
6,40.09,240.54
1,100.85,100.85
3,87.56,262.68
6,103.58,621.48
1,39.16,39.16
4,94.76,379.04
1,107.8,107.8
6,71.12,426.72
4,123.94,495.76
2,77.8,155.6
3,83.31,249.93
5,120.17,600.85
2,66.72,133.44
2,50.16,100.32
2,42.58,85.16
5,81.92,409.6
1,51.65,51.65
1,25.62,25.62
6,25.28,151.68
4,57.28,229.12
1,104.96,104.96
3,107.59,322.77
3,49.18,147.54
1,97.17,97.17
6,120.91,725.46
1,27.47,27.47
3,74.27,222.81
1,110.71,110.71
3,55.57,166.71
2,95.13,190.26
6,96.87,581.22
6,102.8,616.8
6,75.33,451.98
1,62.07,62.07
4,88.26,353.04
6,76.65,459.9
1,124.59,124.59
5,85.5,427.5
3,35.76,107.28
1,61.66,61.66
1,38.0,38.0
3,112.14,336.42
1,87.33,87.33
1,122.99,122.99
3,116.85,350.55
3,45.66,136.98
2,104.85,209.7
2,121.72,243.44
3,72.21,216.63
5,34.18,170.9
3,101.33,303.99
6,82.1,492.6
1,49.96,49.96
5,102.03,510.15
4,89.84,359.36
4,123.57,494.28
4,50.12,200.48
4,51.47,205.88
3,101.57,304.71
4,54.17,216.68
1,87.9,87.9
6,49.33,295.98
1,35.97,35.97
1,98.85,98.85
1,34.77,34.77
3,37.98,113.94
6,57.54,345.24
2,108.19,216.38
5,44.93,224.65
6,42.09,252.54
1,118.84,118.84
4,68.36,273.44
2,112.98,225.96
6,26.76,160.56
3,76.48,229.44
5,73.81,369.05
3,96.19,288.57
2,68.84,137.68
2,26.27,52.54
3,46.21,138.63
3,93.43,280.29
2,121.49,242.98
4,116.63,466.52
6,118.65,711.9
3,52.65,157.95
4,78.5,314.0
2,105.37,210.74
5,35.12,175.6
5,100.82,504.1
6,61.28,367.68
2,36.15,72.3
6,103.43,620.58
1,30.65,30.65
1,27.21,27.21
4,104.33,417.32
4,84.07,336.28
3,90.12,270.36
3,98.92,296.76
1,120.92,120.92
3,67.59,202.77
2,87.71,175.42
1,62.74,62.74
4,99.25,397.0
5,70.77,353.85
2,90.67,181.34
4,80.58,322.32
1,42.07,42.07
1,110.65,110.65
5,65.55,327.75
1,123.13,123.13
5,70.28,351.4
2,71.99,143.98
3,100.76,302.28
5,25.78,128.9
4,116.25,465.0
6,56.21,337.26
6,35.65,213.9
5,75.48,377.4
6,110.25,661.5
6,95.69,574.14
4,75.09,300.36
2,107.7,215.4
3,113.16,339.48
2,31.65,63.3
5,29.47,147.35
3,93.71,281.13
1,66.41,66.41
6,106.04,636.24
2,116.21,232.42
6,58.78,352.68
3,50.07,150.21
5,93.29,466.45
6,55.5,333.0
3,53.93,161.79
5,93.04,465.2
4,80.36,321.44
1,123.64,123.64
6,91.55,549.3
5,84.53,422.65
6,81.28,487.68
5,116.47,582.35
1,97.22,97.22
6,51.37,308.22
2,112.18,224.36
3,74.66,223.98
6,35.98,215.88
4,111.79,447.16
3,44.11,132.33
6,81.53,489.18
6,112.48,674.88
1,50.78,50.78
2,31.42,62.84
3,103.28,309.84
5,90.58,452.9
5,68.13,340.65
3,48.55,145.65
6,72.45,434.7
5,113.84,569.2
3,52.51,157.53
5,66.52,332.6
5,104.02,520.1
6,32.98,197.88
2,113.33,226.66
1,68.69,68.69
6,71.89,431.34
4,30.23,120.92
1,34.08,34.08
2,92.74,185.48
4,48.08,192.32
3,39.03,117.09
2,115.46,230.92
2,27.16,54.32
3,62.2,186.6
3,69.82,209.46
1,35.94,35.94
6,101.88,611.28
1,46.39,46.39
3,75.46,226.38
1,48.7,48.7
2,72.31,144.62
6,49.11,294.66
6,91.57,549.42
1,123.76,123.76
3,36.43,109.29
2,105.63,211.26
2,95.36,190.72
6,27.21,163.26
3,31.17,93.51
1,73.27,73.27
1,44.17,44.17
1,83.52,83.52
3,61.84,185.52
3,54.93,164.79
5,78.25,391.25
4,109.52,438.08
3,72.36,217.08
1,27.72,27.72
5,38.41,192.05
3,97.06,291.18
1,40.87,40.87
1,53.55,53.55
4,76.28,305.12
2,30.15,60.3
1,114.95,114.95
1,31.77,31.77
2,31.71,63.42
3,105.49,316.47
1,66.91,66.91
1,79.13,79.13
6,94.74,568.44
5,101.81,509.05
4,122.26,489.04
2,116.4,232.8
6,59.94,359.64
3,42.05,126.15
4,101.13,404.52
6,65.69,394.14
5,124.83,624.15
1,67.05,67.05
2,99.17,198.34
2,120.92,241.84
5,104.9,524.5
1,34.34,34.34
2,51.54,103.08
5,56.64,283.2
5,38.26,191.3
2,113.43,226.86
6,91.54,549.24
6,40.68,244.08
4,119.19,476.76
1,48.02,48.02
5,102.93,514.65
6,33.17,199.02
1,108.17,108.17
6,101.57,609.42
5,44.44,222.2
3,72.07,216.21
3,64.59,193.77
2,36.71,73.42
6,87.39,524.34
5,57.71,288.55
4,95.53,382.12
2,119.96,239.92
2,34.74,69.48
2,39.78,79.56
3,104.62,313.86
1,108.74,108.74
5,63.26,316.3
2,60.0,120.0
6,122.52,735.12
4,40.98,163.92
5,91.53,457.65
2,57.32,114.64
2,106.1,212.2
1,38.78,38.78
4,63.38,253.52
3,57.98,173.94
3,55.75,167.25
1,120.57,120.57
1,123.38,123.38
4,51.39,205.56
6,62.83,376.98
3,36.27,108.81
5,30.98,154.9
3,45.68,137.04
3,120.05,360.15
6,30.45,182.7
2,122.33,244.66
2,29.33,58.66
5,63.03,315.15
4,117.31,469.24
1,42.31,42.31
6,86.42,518.52
2,36.25,72.5
1,31.18,31.18
2,36.59,73.18
5,112.25,561.25
6,71.94,431.64
1,60.3,60.3
4,92.54,370.16
3,118.72,356.16
2,78.53,157.06
6,25.3,151.8
3,50.82,152.46
3,77.86,233.58
6,81.44,488.64
4,56.89,227.56
6,111.36,668.16
6,59.48,356.88
3,36.15,108.45
2,27.77,55.54
1,95.36,95.36
6,110.96,665.76
1,93.09,93.09
6,72.88,437.28
6,97.79,586.74
6,29.39,176.34
4,57.9,231.6
3,56.56,169.68
4,119.62,478.48
3,96.09,288.27
4,29.82,119.28
2,52.09,104.18
1,106.33,106.33
3,119.37,358.11
2,82.32,164.64
1,71.07,71.07
6,74.48,446.88
4,59.19,236.76
1,66.52,66.52
2,45.41,90.82
3,70.82,212.46
4,118.19,472.76
6,96.42,578.52
6,27.53,165.18
6,67.12,402.72
4,118.56,474.24
2,81.51,163.02
1,86.49,86.49
1,58.6,58.6
3,122.0,366.0
2,44.59,89.18
2,98.84,197.68
3,118.71,356.13
2,108.54,217.08
2,49.67,99.34
6,120.3,721.8
4,111.15,444.6
6,37.45,224.7
5,98.34,491.7
5,56.99,284.95
1,55.03,55.03
5,122.14,610.7
6,103.54,621.24
2,73.69,147.38
6,60.49,362.94
5,83.68,418.4
4,43.12,172.48
1,60.4,60.4
4,117.02,468.08
5,44.49,222.45
4,80.4,321.6
3,97.32,291.96
4,79.67,318.68
2,35.68,71.36
3,91.54,274.62
4,25.43,101.72
4,29.65,118.6
2,99.81,199.62
1,74.27,74.27
6,89.31,535.86
4,76.96,307.84
5,47.98,239.9
5,78.3,391.5
3,71.9,215.7
5,62.68,313.4
5,42.48,212.4
5,40.6,203.0
4,84.43,337.72
1,61.02,61.02
5,78.88,394.4
2,50.04,100.08
4,121.83,487.32
3,42.22,126.66
6,45.92,275.52
2,59.4,118.8
6,99.24,595.44
4,99.56,398.24
1,78.43,78.43
4,70.78,283.12
1,116.64,116.64
4,101.25,405.0
3,113.61,340.83
3,39.13,117.39
3,70.31,210.93
3,29.61,88.83
6,82.35,494.1
3,28.53,85.59
5,115.38,576.9
6,40.94,245.64
3,29.46,88.38
4,110.51,442.04
5,118.83,594.15
3,49.17,147.51
2,37.64,75.28
1,114.77,114.77
3,49.76,149.28
5,115.47,577.35
6,118.96,713.76
2,29.77,59.54
1,57.21,57.21
6,58.01,348.06
5,41.4,207.0
6,59.66,357.96
4,86.0,344.0
4,71.36,285.44
1,80.89,80.89
1,62.33,62.33
1,111.52,111.52
5,67.19,335.95
1,40.89,40.89
5,39.57,197.85
2,103.52,207.04
2,29.91,59.82
1,90.16,90.16
1,109.64,109.64
3,99.25,297.75
3,107.89,323.67
6,102.75,616.5
2,34.16,68.32
1,77.84,77.84
5,110.35,551.75
4,71.05,284.2
2,103.92,207.84
5,73.74,368.7
1,25.98,25.98
2,67.37,134.74
2,123.65,247.3
2,26.48,52.96
6,75.12,450.72
4,105.56,422.24
3,56.61,169.83
4,78.55,314.2
4,109.84,439.36
1,117.91,117.91
4,104.98,419.92
6,38.19,229.14
6,67.6,405.6
2,93.28,186.56
6,72.6,435.6
4,118.29,473.16
6,58.44,350.64
5,39.71,198.55
6,78.89,473.34
3,34.49,103.47
6,73.35,440.1
5,45.16,225.8
2,79.52,159.04
3,41.87,125.61
4,94.75,379.0
5,86.78,433.9
6,32.98,197.88
6,77.36,464.16
2,78.87,157.74
4,111.9,447.6
4,116.35,465.4
6,81.45,488.7
4,111.76,447.04
4,32.61,130.44
2,67.76,135.52
4,53.64,214.56
5,38.46,192.3
5,30.25,151.25
4,110.13,440.52
2,60.36,120.72
1,39.59,39.59
6,100.59,603.54
4,93.32,373.28
5,32.74,163.7
1,49.83,49.83
5,81.85,409.25
2,71.48,142.96
6,93.19,559.14
5,103.05,515.25
3,83.26,249.78
4,52.8,211.2
1,27.74,27.74
2,62.57,125.14
4,43.9,175.6
2,102.36,204.72
6,91.3,547.8
6,75.97,455.82
4,55.8,223.2
4,61.02,244.08
3,36.26,108.78
5,96.11,480.55
6,107.36,644.16
6,72.47,434.82
6,108.32,649.92
4,67.34,269.36
2,122.81,245.62
1,66.34,66.34
2,120.47,240.94
4,122.0,488.0
3,98.0,294.0
3,106.62,319.86
2,68.39,136.78
5,85.42,427.1
2,109.58,219.16
3,85.1,255.3
1,52.26,52.26
2,29.48,58.96
3,105.74,317.22
1,61.98,61.98
1,122.21,122.21
2,53.06,106.12
1,30.77,30.77
3,98.54,295.62
2,65.13,130.26
6,76.51,459.06
6,52.51,315.06
2,66.12,132.24
6,35.95,215.7
5,89.42,447.1
3,46.63,139.89
1,114.48,114.48
3,107.82,323.46
4,65.6,262.4
3,113.04,339.12
5,119.59,597.95
4,102.82,411.28
2,115.54,231.08
1,49.54,49.54
1,107.46,107.46
2,55.29,110.58
6,88.35,530.1
6,100.93,605.58
6,89.46,536.76
4,53.58,214.32
1,72.48,72.48
3,93.35,280.05
5,55.35,276.75
6,36.76,220.56
4,123.85,495.4
6,26.11,156.66
2,34.46,68.92
5,98.95,494.75
2,67.49,134.98
5,92.97,464.85
3,101.26,303.78
3,109.49,328.47
2,64.79,129.58
4,122.61,490.44
4,69.91,279.64
1,62.28,62.28
5,89.0,445.0
1,25.5,25.5
1,120.14,120.14
3,51.39,154.17
5,111.87,559.35
3,85.35,256.05
4,26.65,106.6
3,116.25,348.75
3,45.85,137.55
4,27.72,110.88
5,121.6,608.0
1,113.82,113.82
3,98.17,294.51
5,109.06,545.3
5,84.76,423.8
3,34.05,102.15
4,116.35,465.4
3,60.93,182.79
2,71.44,142.88
3,46.96,140.88
2,72.72,145.44
1,92.83,92.83
2,74.41,148.82
5,33.85,169.25
2,78.57,157.14
